Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
259.805,259.80480,0.00010,1500r,2.10e+07,,8 512.125,-,46 991.058,5p3,2D°,3/2,5p<sup>2</sup>(<sup>3</sup>P)6s,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3880&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=3880&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
259.809,259.80836,0.00010,500r,,,9 854.018,-,48 332.424,5p3,2D°,5/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
261.231,261.23038,0.00010,300r,,,18 464.202,-,56 733.162,5p3,2P°,3/2,5p<sup>2</sup>(<sup>3</sup>P)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
265.260,265.26030,0.00010,200r,,,18 464.202,-,56 151.802,5p3,2P°,3/2,5p<sup>2</sup>(<sup>3</sup>P)5d,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
267.064,267.06303,0.00010,300r,,,8 512.125,-,45 945.340,5p3,2D°,3/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
268.276,268.27539,0.00010,200r,,,18 464.202,-,55 728.264,5p3,2P°,3/2,5p<sup>2</sup>(<sup>1</sup>D)6s,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
269.225,269.22525,0.00010,120,,,16 395.359,-,53 527.956,5p3,2P°,1/2,5p<sup>2</sup>(<sup>3</sup>P)5d,4F,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
271.890,271.88944,0.00010,150r,,,18 464.202,-,55 232.963,5p3,2P°,3/2,5p<sup>2</sup>(<sup>1</sup>D)6s,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
276.995,276.99312,0.00010,400r,,,9 854.018,-,45 945.340,5p3,2D°,5/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
285.109,285.11101,0.00006,120,,,18 464.202,-,53 527.956,5p3,2P°,3/2,5p<sup>2</sup>(<sup>3</sup>P)5d,4F,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=3304&amp;type=
287.792,287.79128,0.00010,1000r,4.24e+07,,8 512.125,-,43 249.337,5p3,2D°,3/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3880&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=3880&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
302.983,302.98091,0.00010,500r,,,16 395.359,-,49 391.133,5p3,2P°,1/2,5p<sup>2</sup>(<sup>3</sup>P)6s,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
323.252,323.24948,0.00010,600r,3.07e+07,,18 464.202,-,49 391.133,5p3,2P°,3/2,5p<sup>2</sup>(<sup>3</sup>P)6s,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3880&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=3880&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
326.751,326.74913,0.00010,700r,4.95e+07,,16 395.359,-,46 991.058,5p3,2P°,1/2,5p<sup>2</sup>(<sup>3</sup>P)6s,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3880&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=3880&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
338.315,338.31255,0.00010,100,,,16 395.359,-,45 945.340,5p3,2P°,1/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
363.783,363.78226,0.00010,250,,,18 464.202,-,45 945.340,5p3,2P°,3/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
372.279,372.27842,0.00010,200r,,,16 395.359,-,43 249.337,5p3,2P°,1/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
403.35367,403.35367,0.00010,200,,,18 464.202,-,43 249.337,5p3,2P°,3/2,5p<sup>2</sup>(<sup>3</sup>P)6s,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
475.781,475.77494,0.00016,20,,,45 945.340,-,66 957.805,5p2(3P)6s,4P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)7p,"(2,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=3304&amp;type=
549.02252,549.02252,0.00010,30w,,,48 332.424,-,66 541.554,5p2(3P)6s,4P,5/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)7p,"(2,1/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
555.60111,555.60108,0.00010,40w,,,46 991.058,-,64 984.586,5p2(3P)6s,2P,1/2,5p<sup>2</sup>(<sup>1</sup>D<sub>2</sub>)6p,"(2,1/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
560.20656,560.20647,0.00010,30l,,,45 945.340,-,63 790.947,5p2(3P)6s,4P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7p,"(1,3/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
563.19365,563.19352,0.00010,100l,,,43 249.337,-,61 000.296,5p2(3P)6s,4P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)7p,"(0,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
573.034,573.02392,0.00010,60w,,,49 391.133,-,66 837.572,5p2(3P)6s,2P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)7p,"(2,3/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
661.13796,661.1381,0.0010,20,,,49 391.133,-,64 512.389,5p2(3P)6s,2P,3/2,5p<sup>2</sup>(<sup>1</sup>D<sub>2</sub>)6p,"(2,1/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
764.8258,764.8258,0.0010,30w,,,49 391.133,-,62 462.408,5p2(3P)6s,2P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)4f,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
784.4351,784.4351,0.0010,80,,,43 249.337,-,55 993.858,5p2(3P)6s,4P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,3/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
792.4583,792.4583,0.0010,200,,,43 249.337,-,55 864.828,5p2(3P)6s,4P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
796.955,796.9639,0.0010,40w,,,51 676.437,-,64 220.607,5p2(3P0)6p,"(0,1/2)°",1/2,5p<sup>2</sup>(<sup>3</sup>P)6d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
841.1714,841.1714,0.0010,60,,,43 249.337,-,55 134.255,5p2(3P)6s,4P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,1/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
857.2542,857.2538,0.0010,150,,,46 991.058,-,58 653.011,5p2(3P)6s,2P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,3/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
861.9471,861.9471,0.0010,100,,,46 991.058,-,58 589.512,5p2(3P)6s,2P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
868.2496,868.2495,0.0010,30w,,,53 442.967,-,64 957.231,5p2(3P)5d,4P,5/2,5p<sup>2</sup>(<sup>1</sup>D<sub>2</sub>)6p,"(2,3/2)°",7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
913.2182,913.2182,0.0010,30,,,43 249.337,-,54 196.618,5p2(3P)6s,4P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,1/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
951.8421,951.8421,0.0010,400,,,48 332.424,-,58 835.487,5p2(3P)6s,4P,5/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,3/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
986.6757,986.6760,0.0010,30,,,51 676.437,-,61 808.698,5p2(3P0)6p,"(0,1/2)°",1/2,5p<sup>2</sup>(<sup>3</sup>P)5d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
994.8990,994.8989,0.0010,400,,,45 945.340,-,55 993.858,5p2(3P)6s,4P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,3/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 007.8403,1 007.8403,0.0010,200,,,45 945.340,-,55 864.828,5p2(3P)6s,4P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 026.0849,1 026.0849,0.0010,300,,,48 332.424,-,58 075.536,5p2(3P)6s,4P,5/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,1/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 036.4165,1 036.4157,0.0010,50,,,55 232.963,-,64 878.958,5p2(1D)6s,2D,3/2,5p<sup>2</sup>(<sup>1</sup>D<sub>2</sub>)6p,"(2,3/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 048.83,,,50w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7406&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=7406&amp;type=
1 058.5436,1 058.5436,0.0010,200,,,49 391.133,-,58 835.487,5p2(3P)6s,2P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,3/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 067.7246,1 067.7246,0.0010,1000,,,43 249.337,-,52 612.483,5p2(3P)6s,4P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)6p,"(0,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 074.1899,1 074.1898,0.0010,800,,,45 945.340,-,55 252.132,5p2(3P)6s,4P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,3/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 079.3997,1 079.3990,0.0010,80,,,49 391.133,-,58 653.011,5p2(3P)6s,2P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,3/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 083.9571,1 083.9571,0.0010,600,,,48 332.424,-,57 555.355,5p2(3P)6s,4P,5/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,3/2)°",7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 086.8504,1 086.8504,0.0010,200,,,49 391.133,-,58 589.512,5p2(3P)6s,2P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 087.9696,1 087.9698,0.0010,400,,,45 945.340,-,55 134.255,5p2(3P)6s,4P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,1/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 101.2727,1 101.2728,0.0010,300,,,48 332.424,-,57 410.340,5p2(3P)6s,4P,5/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,1/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 107.9780,1 107.9780,0.0010,40w,,,53 442.967,-,62 465.946,5p2(3P)5d,4P,5/2,5p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)4f,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 108.5181,1 108.5182,0.0010,30w,,,52 612.483,-,61 631.065,5p2(3P0)6p,"(0,3/2)°",3/2,5p<sup>2</sup>(<sup>3</sup>P)5d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 110.4616,1 110.4614,0.0010,50w,,,46 991.058,-,55 993.858,5p2(3P)6s,2P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,3/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 110.8488,1 110.849,0.010,50w,,,56 528.132,-,65 527.792,5p2(3P)5d,4F,7/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)4f,2[4]°,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 118.9560,1 118.9564,0.0010,30,,,53 527.956,-,62 462.408,5p2(3P)5d,4F,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)4f,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 126.6081,1 126.6083,0.0010,150,,,46 991.058,-,55 864.828,5p2(3P)6s,2P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,3/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 186.3229,1 186.3231,0.0010,30,,,43 249.337,-,51 676.437,5p2(3P)6s,4P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)6p,"(0,1/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 195.7613,1 195.7610,0.0010,1,,,56 151.802,-,64 512.389,5p2(3P)5d,4P,3/2,5p<sup>2</sup>(<sup>1</sup>D<sub>2</sub>)6p,"(2,1/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 211.6019,1 211.6019,0.0010,5,,,45 945.340,-,54 196.618,5p2(3P)6s,4P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,1/2)°",1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 227.6827,1 227.6830,0.0010,2,,,46 991.058,-,55 134.255,5p2(3P)6s,2P,1/2,5p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)6p,"(1,1/2)°",3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
1 246.6653,1 246.6650,0.0010,2,,,49 391.133,-,57 410.340,5p2(3P)6s,2P,3/2,5p<sup>2</sup>(<sup>3</sup>P<sub>2</sub>)6p,"(2,1/2)°",5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10083&amp;comment_code=&amp;element=Sb&amp;spectr_charge=1&amp;ref=10083&amp;type=
