Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
831.492,831.492,0.010,15w,,,32 915.539,-,44 938.81,5s25d,2D,5/2,5s<sup>2</sup>8f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
867.895,867.896,0.010,30,,,31 816.982,-,43 335.93,5s26p,2P°,1/2,5s<sup>2</sup>8d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
868.263,868.2634,0.0010,20,,,32 892.230,-,44 406.31,5s25d,2D,3/2,5s<sup>2</sup>7f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
870.025,870.0247,0.0010,50,,,32 915.539,-,44 406.31,5s25d,2D,5/2,5s<sup>2</sup>7f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
889.447,889.449,0.010,40,,,32 115.251,-,43 355.08,5s26p,2P°,3/2,5s<sup>2</sup>8d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
917.008,917.008,0.010,10,,,31 816.982,-,42 719.02,5s26p,2P°,1/2,5s<sup>2</sup>9s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
934.983,934.985,0.010,40w,,,32 892.230,-,43 584.66,5s25d,2D,3/2,5s<sup>2</sup>6f,2F°,"5/2,7/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
937.027,937.027,0.010,60w,,,32 915.539,-,43 584.66,5s25d,2D,5/2,5s<sup>2</sup>6f,2F°,"5/2,7/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
942.799,942.802,0.010,20,,,32 115.251,-,42 719.02,5s26p,2P°,3/2,5s<sup>2</sup>9s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
997.786,997.787,0.010,100,,,31 816.982,-,41 836.41,5s26p,2P°,1/2,5s<sup>2</sup>7d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 025.703,1 025.706,0.010,200,,,32 115.251,-,41 861.96,5s26p,2P°,3/2,5s<sup>2</sup>7d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 071.742,1 071.745,0.010,60w,,,32 892.230,-,42 220.25,5s25d,2D,3/2,5s<sup>2</sup>5f,2F°,"5/2,7/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 074.431,1 074.430,0.010,100w,,,32 915.539,-,42 220.25,5s25d,2D,5/2,5s<sup>2</sup>5f,2F°,"5/2,7/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 133.472,1 133.477,0.010,20,,,31 816.982,-,40 636.98,5s26p,2P°,1/2,5s<sup>2</sup>8s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 173.148,1 173.150,0.010,20,,,32 115.251,-,40 636.98,5s26p,2P°,3/2,5s<sup>2</sup>8s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 291.259,1 291.2537,0.0010,10,,,24 372.957,-,32 115.251,5s26s,2S,1/2,5s<sup>2</sup>6p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 342.996,1 342.9920,0.0010,9,,,24 372.957,-,31 816.982,5s26s,2S,1/2,5s<sup>2</sup>6p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 382.448,1 382.452,0.010,5,,,31 816.982,-,39 048.53,5s26p,2P°,1/2,5s<sup>2</sup>6d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 431.625,1 431.631,0.010,6,,,32 115.251,-,39 098.38,5s26p,2P°,3/2,5s<sup>2</sup>6d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 441.920,1 441.925,0.010,3,,,32 115.251,-,39 048.53,5s26p,2P°,3/2,5s<sup>2</sup>6d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 466.866,1 466.873,0.010,6,,,32 892.230,-,39 707.59,5s25d,2D,3/2,5s<sup>2</sup>4f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 471.908,1 471.907,0.010,7*,,,32 915.539,-,39 707.59,5s25d,2D,5/2,5s<sup>2</sup>4f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 471.908,1 471.907,0.010,7*,,,32 915.539,-,39 707.59,5s25d,2D,5/2,5s<sup>2</sup>4f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
1 650.431,1 650.433,0.010,2,,,32 915.539,-,38 972.90,5s25d,2D,5/2,5s<sup>2</sup>7p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
2 229.714,2 229.713,0.010,6,,,31 816.982,-,36 301.864,5s26p,2P°,1/2,5s<sup>2</sup>7s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
2 388.565,2 388.566,0.010,7,,,32 115.251,-,36 301.864,5s26p,2P°,3/2,5s<sup>2</sup>7s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4218&amp;comment_code=&amp;element=In&amp;spectr_charge=1&amp;ref=4218&amp;type=
