obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
1280.0655,0.0005,1280.0650,115,,,48962.783,56772.750,4s2.4p.4d,3D*,1,4s2.4p.(2P*<1/2>).4f,2[5/2],2,,,L3503,
1283.6381,0.0005,1283.638,175,,,50786.79,58575.02,4s2.4p.4d,3F*,4,4s2.4p.(2P*<3/2>).4f,2[9/2],5,,,L3503,
1284.792,0.005,1284.7737,12,,,49649.5807,57430.924,4s2.4p.5p,1D,2,4s2.4p.5d,3P*,2,,,L3503,
1295.5734,0.0005,1295.57369,120,,,39117.9021,46834.3798,4s2.4p.5s,3P*,2,4s2.4p.5p,3D,2,,,L3503,
1302.864,0.005,1302.864,15,,,50786.79,58460.090,4s2.4p.4d,3F*,4,4s2.4p.(2P*<3/2>).4f,2[7/2],4,,,L3503,
1310.7612,0.0005,1310.7611,235,,,49144.397,56771.466,4s2.4p.4d,3D*,3,4s2.4p.(2P*<1/2>).4f,2[7/2],4,,,L3503,
1349.228,0.005,1349.2211,20,,,46765.2705,54174.928,4s2.4p.5p,1P,1,4s2.4p.6s,"(3/2,1/2)*",1,,,L3503,
1353.4847,0.0005,1353.4845,42,,,48088.3504,55474.668,4s2.4p.5p,3P,1,4s2.4p.5d,3D*,1,,,L3503,
1372.4477,0.0005,1372.4479,28,,,48088.3504,55372.610,4s2.4p.5p,3P,1,4s2.4p.5d,3D*,2,,,L3503,
1411.6697,0.0005,1411.6705,42,,,51437.802,58519.672,4s2.4p.4d,3P*,2,4s2.4p.(2P*<3/2>).4f,2[5/2],3,,,L3503,
1429.7151,0.0005,1429.7150,42,,,48726.1143,55718.604,4s2.4p.5p,3P,2,4s2.4p.5d,3D*,3,,,L3503,
1456.9840,0.0005,1456.9651,40*,,,54174.928,61036.635,4s2.4p.6s,"(3/2,1/2)*",1,4s2.4p.(2P*<3/2>).5f,2[5/2],2,,,L3503,
1456.9840,0.0005,1456.9829,40*,,,45985.592,52847.215,4s2.4p.5p,3D,1,4s2.4p.4d,1P*,1,,,L3503,
1466.752,0.005,1466.7962,12,,,51705.020,58520.737,4s2.4p.4d,3P*,1,4s2.4p.(2P*<3/2>).4f,2[5/2],2,,,L3503,
1482.2375,0.0005,1482.23831,470,,,40020.5604,46765.2705,4s2.4p.5s,1P*,1,4s2.4p.5p,1P,1,,,L3503,
1492.197,0.005,1492.1943,16,,,50068.954,56768.663,4s2.4p.4d,3F*,2,4s2.4p.(2P*<1/2>).4f,2[5/2],3,,,L3503,
1500.175,0.005,1500.174,15,,,51978.15,58642.22,4s2.4p.4d,3P*,0,4s2.4p.(2P*<3/2>).4f,2[3/2],1,,,L3503,
1504.121,0.005,1504.1412,13,,,48726.1143,55372.610,4s2.4p.5p,3P,2,4s2.4p.5d,3D*,2,,,L3503,
1550.434,0.005,1550.4446,20,,,50323.465,56771.466,4s2.4p.4d,3F*,3,4s2.4p.(2P*<1/2>).4f,2[7/2],4,,,L3503,
1642.477,0.005,1642.41,14*,,,57250.9427,63337.89,4s2.4p.6p,1D,2,4s2.4p.18d,"(1/2,5/2)*",2,,,L3503,
1642.477,0.005,1642.5107,14*,,,48088.3504,54174.928,4s2.4p.5p,3P,1,4s2.4p.6s,"(3/2,1/2)*",1,,,L3503,
1662.664,0.005,1662.6548,12*,,,46834.3798,52847.215,4s2.4p.5p,3D,2,4s2.4p.4d,1P*,1,,,L3503,
1662.664,0.005,1662.71,12*,,,54174.928,60187.58,4s2.4p.6s,"(3/2,1/2)*",1,4s2.4p.7p,3P,1,,,L3503,
1669.9291,0.0005,1669.9291,70,,,52592.224,58578.867,4s2.4p.4d,1F*,3,4s2.4p.(2P*<3/2>).4f,2[9/2],4,,,L3503,
1675.9789,0.0005,1675.9793,150,,,40020.5604,45985.592,4s2.4p.5s,1P*,1,4s2.4p.5p,3D,1,,,L3503,
1721.4337,0.0005,1721.4341,135,,,48104.1003,53911.624,4s2.4p.5p,3D,3,4s2.4p.6s,"(3/2,1/2)*",2,,,L3503,
1842.830,0.005,,16,,,,,,,,,,,,,L3503,
1849.5541,0.0005,1849.5538,35,,,46765.2705,52170.504,4s2.4p.5p,1P,1,4s2.4p.6s,"(1/2,1/2)*",0,,,L3503,
1876.411,0.005,1876.3836,10,,,51437.802,56765.748,4s2.4p.4d,3P*,2,4s2.4p.(2P*<1/2>).4f,2[7/2],3,,,L3503,
1881.1863,0.0005,1881.1854,70,,,46834.3798,52148.726,4s2.4p.5p,3D,2,4s2.4p.6s,"(1/2,1/2)*",1,,,L3503,
1927.9245,0.0005,1927.9244,62,,,48726.1143,53911.624,4s2.4p.5p,3P,2,4s2.4p.6s,"(3/2,1/2)*",2,,,L3503,
obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
2067.928,0.005,2067.94,28,,,49075.8917,53911.624,4s2.4p.5p,3S,1,4s2.4p.6s,"(3/2,1/2)*",2,,,L3503,
2152.417,0.005,2152.34,4,,,47502.6257,52148.726,4s2.4p.5p,3P,0,4s2.4p.6s,"(1/2,1/2)*",1,,,L3503,
2209.787,0.005,2209.78,9,,,49649.5807,54174.928,4s2.4p.5p,1D,2,4s2.4p.6s,"(3/2,1/2)*",1,,,L3503,
2392.845,0.005,2392.78,5,,,52592.224,56771.466,4s2.4p.4d,1F*,3,4s2.4p.(2P*<1/2>).4f,2[7/2],4,,,L3503,
