obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
55.0905,,,a,,,,,,,,,,,,,L6851,
55.2940,,,"a,w",,,,,,,,,,,,,L6851,
55.3120,,,"a,w",,,,,,,,,,,,,L6851,
55.3860,,,"a,w",,,,,,,,,,,,,L6851,
55.5810,,,a,,,,,,,,,,,,,L6851,
55.5906,55.5905,0.0006,a,,,0.0000,179887,3p6.4s,2S,1/2,3p5.3d.(3D*).4s,2D*,3/2,,,L6851,
57.1281,,,a,,,,,,,,,,,,,L6851,
57.789,,,a,,,,,,,,,,,,,L3602,
57.870,57.8704,0.0013,a,,,0.0000,172800,3p6.4s,2S,1/2,3p5.3d.(3D*).4s,4D*,1/2,,,L3602,
57.930,57.9297,0.0013,a,,,0.0000,172623,3p6.4s,2S,1/2,3p5.3d.(3D*).4s,4D*,3/2,,,L3602,
61.347,61.3474,0.0015,"a,d",,,0.0000,163006,3p6.4s,2S,1/2,3p5.3d.(3P*).4s,2P*,3/2,,,L3602,
61.575,61.5748,0.0015,"a,d",,,0.0000,162404,3p6.4s,2S,1/2,3p5.3d.(3P*).4s,2P*,1/2,,,L3602,
62.626,62.6260,0.0016,a,,,0.0000,159678,3p6.4s,2S,1/2,3p5.3d.(3P*).4s,4P*,3/2,,,L3602,
62.748,62.7482,0.0016,"a,d",,,0.0000,159367,3p6.4s,2S,1/2,3p5.3d.(3P*).4s,4P*,1/2,,,L3602,
65.323,65.3232,0.0013,"a,w",,,0.0000,153085,3p6.4s,2S,1/2,3p5.4s2,2P*,1/2,,,L3602,
66.222,66.2217,0.0013,"a,w",,,0.0000,151008,3p6.4s,2S,1/2,3p5.4s2,2P*,3/2,,,L3602,
67.36,67.35,0.03,6,,,12985.185724,161473,3p6.4p,2P*,1/2,3p5.(2P*).4s.4p.(3P*),4S,3/2,,,L11806,
67.39,67.37,0.03,23,,,13042.896027,161473,3p6.4p,2P*,3/2,3p5.(2P*).4s.4p.(3P*),4S,3/2,,,L11806,
69.17,69.12,0.03,2*,,,21536.988,166221,3p6.3d,2D,3/2,3p5.3d.(3F*).4s,4F*,3/2,,,L11806,
69.17,69.12,0.03,2*,,,21534.680,166221,3p6.3d,2D,5/2,3p5.3d.(3F*).4s,4F*,3/2,,,L11806,
72.10,72.09,0.03,27*,,,21536.988,160245,3p6.3d,2D,3/2,3p5.3d.(3P*).4s,4P*,5/2,,,L11806,
72.10,72.09,0.03,27*,,,21534.680,160245,3p6.3d,2D,5/2,3p5.3d.(3P*).4s,4P*,5/2,,,L11806,
75.29,75.27,0.04,4*,,,27397.077,160245,3p6.4d,2D,5/2,3p5.3d.(3P*).4s,4P*,5/2,,,L6105,
75.29,75.27,0.04,4*,,,27398.147,160245,3p6.4d,2D,3/2,3p5.3d.(3P*).4s,4P*,5/2,,,L6105,
76.90,76.89,0.04,1*,,,30185.7476,160245,3p6.5d,2D,3/2,3p5.3d.(3P*).4s,4P*,5/2,,,L6105,
76.90,76.89,0.04,1*,,,30185.2439,160245,3p6.5d,2D,5/2,3p5.3d.(3P*).4s,4P*,5/2,,,L6105,
77.82,77.79,0.04,1*,,,31696.1661,160245,3p6.6d,2D,3/2,3p5.3d.(3P*).4s,4P*,5/2,,,L6105,
77.82,77.79,0.04,1*,,,31695.9005,160245,3p6.6d,2D,5/2,3p5.3d.(3P*).4s,4P*,5/2,,,L6105,
obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
,292.75309,0.00003,,8.15e+02,C+,0.0000,34148.4861,3p6.4s,2S,1/2,3p6.13p,2P*,3/2,,"T5436n,extrap",,
,292.75701,0.00003,,4.69e+02,C+,0.0000,34148.0284,3p6.4s,2S,1/2,3p6.13p,2P*,1/2,,"T5436n,extrap",,
,294.26696,0.00003,,1.13e+03,C+,0.0000,33972.8148,3p6.4s,2S,1/2,3p6.12p,2P*,3/2,,"T5436n,extrap",,
,294.27223,0.00003,,6.82e+02,C+,0.0000,33972.2064,3p6.4s,2S,1/2,3p6.12p,2P*,1/2,,"T5436n,extrap",,
,296.32104,0.00003,,1.73e+03,C+,0.0000,33737.3284,3p6.4s,2S,1/2,3p6.11p,2P*,3/2,,"T5436n,extrap",,
,296.32833,0.00003,,1.10e+03,C+,0.0000,33736.4979,3p6.4s,2S,1/2,3p6.11p,2P*,1/2,,"T5436n,extrap",,
299.2108,299.21179,0.00003,a,3.16e+03,C+,0.0000,33411.3986,3p6.4s,2S,1/2,3p6.10p,2P*,3/2,,"T5436n,extrap",L3287,
299.2215,299.22225,0.00003,a,2.12e+03,C+,0.0000,33410.2306,3p6.4s,2S,1/2,3p6.10p,2P*,1/2,,"T5436n,extrap",L3287,
303.4751,303.47619,0.00003,a,6.74e+03,B,0.0000,32941.9262,3p6.4s,2S,1/2,3p6.9p,2P*,3/2,,T5436n,L3287,
303.4911,303.49207,0.00003,a,4.78e+03,C+,0.0000,32940.2030,3p6.4s,2S,1/2,3p6.9p,2P*,1/2,,T5436n,L3287,
310.1791,310.1789,0.0006,a,1.62e+04,B+,0.0000,32230.11,3p6.4s,2S,1/2,3p6.8p,2P*,3/2,,T5436n,L3287,
310.2051,310.2046,0.0006,a,1.22e+04,C+,0.0000,32227.44,3p6.4s,2S,1/2,3p6.8p,2P*,1/2,,T5436n,L3287,
321.7151,321.7154,0.0006,a,5.01e+04,B+,0.0000,31074.40,3p6.4s,2S,1/2,3p6.7p,2P*,3/2,,T5436n,L3287,
321.7615,321.7620,0.0006,a,4.00e+04,C+,0.0000,31069.90,3p6.4s,2S,1/2,3p6.7p,2P*,1/2,,T5436n,L3287,
344.6376,344.6372,0.0006,a,1.65e+05,B+,0.0000,29007.71,3p6.4s,2S,1/2,3p6.6p,2P*,3/2,,T5436n,L3287,
344.7376,344.7375,0.0006,a,1.45e+05,C+,0.0000,28999.27,3p6.4s,2S,1/2,3p6.6p,2P*,1/2,,T5436n,L3287,
364.8841,364.88422,0.00007,3,,,0.0000,27398.147,3p6.4s,2S,1/2,3p6.4d,2D,3/2,E2,,L6096,
364.8981,364.89847,0.00007,4,,,0.0000,27397.077,3p6.4s,2S,1/2,3p6.4d,2D,5/2,E2,,L6096,
404.4136,404.41422,0.00008,18,1.15e+06,A,0.0000,24720.139,3p6.4s,2S,1/2,3p6.5p,2P*,3/2,,T5436n,L3287,
404.7208,404.72132,0.00008,17,1.07e+06,B+,0.0000,24701.382,3p6.4s,2S,1/2,3p6.5p,2P*,1/2,,T5436n,L3287,
464.1876,464.18750,0.00011,10,1.54e+02,AAA,0.0000,21536.988,3p6.4s,2S,1/2,3p6.3d,2D,3/2,E2,T5364,L6096,
464.2373,464.23725,0.00011,11,1.54e+02,AAA,0.0000,21534.680,3p6.4s,2S,1/2,3p6.3d,2D,5/2,E2,T5364,L6096,
474.0914,474.092019,0.000016,4,8.0e+04,E,12985.185724,34072.2393,3p6.4p,2P*,1/2,3p6.13s,2S,1/2,,"T1619extrap,LS",L6096,
474.4345,474.434024,0.000016,6,9.8e+04,C,12985.185724,34057.0385,3p6.4p,2P*,1/2,3p6.11d,2D,3/2,,T817LS,L6096,
475.3934,475.393077,0.000016,5,1.6e+05,D+,13042.896027,34072.2393,3p6.4p,2P*,3/2,3p6.13s,2S,1/2,,"T1619extrap,LS",L6096,
,475.736962,0.000016,,1.9e+04,E,13042.896027,34057.0385,3p6.4p,2P*,3/2,3p6.11d,2D,3/2,,T817LS,,
475.7389,475.737719,0.000016,7,1.2e+05,C,13042.896027,34057.0051,3p6.4p,2P*,3/2,3p6.11d,2D,5/2,,T817LS,L6096,
478.6491,478.649091,0.000016,5,1.03e+05,C,12985.185724,33871.4788,3p6.4p,2P*,1/2,3p6.12s,2S,1/2,,"T817,T204,LS",L6096,
479.1049,479.104132,0.000016,7,1.3e+05,C,12985.185724,33851.6418,3p6.4p,2P*,1/2,3p6.10d,2D,3/2,,"T817n,T204n,LS",L6096,
479.9754,479.975316,0.000016,6,2.07e+05,C,13042.896027,33871.4788,3p6.4p,2P*,3/2,3p6.12s,2S,1/2,,"T817,T204,LS",L6096,
,480.432883,0.000016,,2.6e+04,C,13042.896027,33851.6418,3p6.4p,2P*,3/2,3p6.10d,2D,3/2,,"T817n,T204n,LS",,
480.4348,480.433950,0.000016,8,1.6e+05,C,13042.896027,33851.5956,3p6.4p,2P*,3/2,3p6.10d,2D,5/2,,"T817n,T204n,LS",L6096,
484.9865,484.986450,0.000017,7,1.871e+05,A+,12985.185724,33598.5597,3p6.4p,2P*,1/2,3p6.11s,2S,1/2,,T9168,L6096,
485.6090,485.609209,0.000017,8,2.10e+05,A,12985.185724,33572.1249,3p6.4p,2P*,1/2,3p6.9d,2D,3/2,,T9168,L6096,
486.3483,486.348075,0.000017,8,3.698e+05,AA,13042.896027,33598.5597,3p6.4p,2P*,3/2,3p6.11s,2S,1/2,,T9168,L6096,
,486.974338,0.000017,,4.38e+04,B+,13042.896027,33572.1249,3p6.4p,2P*,3/2,3p6.9d,2D,3/2,,T9168,,
486.9757,486.975897,0.000017,9,2.61e+05,A,13042.896027,33572.0592,3p6.4p,2P*,3/2,3p6.9d,2D,5/2,,T9168,L6096,
494.2002,494.200871,0.000017,8bl,2.69e+05,AA,12985.185724,33214.2267,3p6.4p,2P*,1/2,3p6.10s,2S,1/2,,T9168,L1792,
495.0815,495.081801,0.000017,9,2.69e+05,B+,12985.185724,33178.2324,3p6.4p,2P*,1/2,3p6.8d,2D,3/2,,T9168,L6096,
495.61461,495.614802,0.000017,9,5.322e+05,AA,13042.896027,33214.2267,3p6.4p,2P*,3/2,3p6.10s,2S,1/2,,T9168,L1792,
,496.500784,0.000017,,5.56e+04,B+,13042.896027,33178.2324,3p6.4p,2P*,3/2,3p6.8d,2D,3/2,,T9168,,
496.5031,496.503213,0.000017,10,3.36e+05,A,13042.896027,33178.1339,3p6.4p,2P*,3/2,3p6.8d,2D,5/2,,T9168,L6096,
508.4226,508.423399,0.000018,10,4.074e+05,AA,12985.185724,32648.3511,3p6.4p,2P*,1/2,3p6.9s,2S,1/2,,T9168,L6096,
509.7171,509.717137,0.000018,11,3.39e+05,B+,12985.185724,32598.4437,3p6.4p,2P*,1/2,3p6.7d,2D,3/2,,T9168,L6096,
509.9200,509.920005,0.000018,11,8.064e+05,A+,13042.896027,32648.3511,3p6.4p,2P*,3/2,3p6.9s,2S,1/2,,T9168,L6096,
,511.221380,0.000018,,7.01e+04,A,13042.896027,32598.4437,3p6.4p,2P*,3/2,3p6.7d,2D,3/2,,T9168,,
511.2249,511.225448,0.000018,12,4.22e+05,B+,13042.896027,32598.2881,3p6.4p,2P*,3/2,3p6.7d,2D,5/2,,T9168,L6096,
532.3276,532.32786,0.00009,12,6.62e+05,A+,12985.185724,31765.3767,3p6.4p,2P*,1/2,3p6.8s,2S,1/2,,T9168,L6096,
533.9688,533.96873,0.00009,13,1.311e+06,AA,13042.896027,31765.3767,3p6.4p,2P*,3/2,3p6.8s,2S,1/2,,T9168,L6096,
534.2970,534.29693,0.00009,12,3.86e+05,A,12985.185724,31696.1661,3p6.4p,2P*,1/2,3p6.6d,2D,3/2,,T9168,L6096,
,535.94998,0.00009,,8.10e+04,A,13042.896027,31696.1661,3p6.4p,2P*,3/2,3p6.6d,2D,3/2,,T9168,,
535.9574,535.95761,0.00009,14,4.86e+05,A,13042.896027,31695.9005,3p6.4p,2P*,3/2,3p6.6d,2D,5/2,,T9168,L6096,
578.2384,578.23999,0.00010,16,1.186e+06,AA,12985.185724,30274.2487,3p6.4p,2P*,1/2,3p6.7s,2S,1/2,,T9168,L6096,
580.1752,580.17662,0.00010,17,2.348e+06,AA,13042.896027,30274.2487,3p6.4p,2P*,3/2,3p6.7s,2S,1/2,,T9168,L6096,
581.2148,581.21521,0.00010,15,2.86e+05,A,12985.185724,30185.7476,3p6.4p,2P*,1/2,3p6.5d,2D,3/2,,T9168,L6096,
,583.17185,0.00010,,6.13e+04,A,13042.896027,30185.7476,3p6.4p,2P*,3/2,3p6.5d,2D,3/2,,T9168,,
583.1887,583.18899,0.00010,17,3.71e+05,A,13042.896027,30185.2439,3p6.4p,2P*,3/2,3p6.5d,2D,5/2,,T9168,L6096,
691.1084,691.10815,0.00014,19,2.500e+06,AA,12985.185724,27450.7104,3p6.4p,2P*,1/2,3p6.6s,2S,1/2,,T9168,L6096,
693.6284,693.62861,0.00024,12,1.9e+04,C,12985.185724,27398.147,3p6.4p,2P*,1/2,3p6.4d,2D,3/2,,T9168,L6096,
693.8767,693.87640,0.00014,20,4.956e+06,AA,13042.896027,27450.7104,3p6.4p,2P*,3/2,3p6.6s,2S,1/2,,T9168,L6096,
696.418,696.41712,0.00024,7,2.4e+03,D+,13042.896027,27398.147,3p6.4p,2P*,3/2,3p6.4d,2D,3/2,,T9168,L6096,
696.4672,696.46903,0.00024,12,1.37e+04,D+,13042.896027,27397.077,3p6.4p,2P*,3/2,3p6.4d,2D,5/2,,T9168,L6096,
,754.1412,0.0003,,4.9e+03,E,21026.551,34283.0181,3p6.5s,2S,1/2,3p6.14p,2P*,3/2,,T817,,
,754.1617,0.0003,,4.9e+03,E,21026.551,34282.6573,3p6.5s,2S,1/2,3p6.14p,2P*,1/2,,T817,,
,761.8730,0.0003,,6.5e+03,C,21026.551,34148.4861,3p6.5s,2S,1/2,3p6.13p,2P*,3/2,,T817,,
,761.8996,0.0003,,6.5e+03,E,21026.551,34148.0284,3p6.5s,2S,1/2,3p6.13p,2P*,1/2,,T817,,
766.489913,766.48991,0.00003,25r,3.779e+07,AAA,0.0000,13042.896027,3p6.4s,2S,1/2,3p6.4p,2P*,3/2,,T9745,L8995,
769.896456,769.89646,0.00003,24r,3.734e+07,AAA,0.0000,12985.185724,3p6.4s,2S,1/2,3p6.4p,2P*,1/2,,T9745,L8995,
,772.2111,0.0003,,8.9e+03,C,21026.551,33972.8148,3p6.5s,2S,1/2,3p6.12p,2P*,3/2,,T817,,
,772.2474,0.0003,,8.9e+03,E,21026.551,33972.2064,3p6.5s,2S,1/2,3p6.12p,2P*,1/2,,T817,,
774.107,774.122,0.004,a*,,,21534.680,34448.98,3p6.3d,2D,5/2,3p6.14f,2F*,7/2,,,L2996,
774.107,774.122,0.004,a*,,,21534.680,34448.98,3p6.3d,2D,5/2,3p6.14f,2F*,5/2,,,L2996,
774.246,774.261,0.004,a,,,21536.988,34448.98,3p6.3d,2D,3/2,3p6.14f,2F*,5/2,,,L2996,
779.517,779.532,0.004,a*,,,21534.680,34359.36,3p6.3d,2D,5/2,3p6.13f,2F*,5/2,,,L2996,
779.517,779.532,0.004,a*,,,21534.680,34359.36,3p6.3d,2D,5/2,3p6.13f,2F*,7/2,,,L2996,
779.656,779.672,0.004,a,,,21536.988,34359.36,3p6.3d,2D,3/2,3p6.13f,2F*,5/2,,,L2996,
786.447,786.461,0.003,a*,,,21534.680,34246.37,3p6.3d,2D,5/2,3p6.12f,2F*,5/2,,,L2996,
786.447,786.461,0.003,a*,,,21534.680,34246.37,3p6.3d,2D,5/2,3p6.12f,2F*,7/2,,,L2996,
,786.5176,0.0004,,1.3e+04,C,21026.551,33737.3284,3p6.5s,2S,1/2,3p6.11p,2P*,3/2,,T817,,
,786.5689,0.0004,,1.3e+04,C,21026.551,33736.4979,3p6.5s,2S,1/2,3p6.11p,2P*,1/2,,T817,,
786.587,786.604,0.003,a,,,21536.988,34246.37,3p6.3d,2D,3/2,3p6.12f,2F*,5/2,,,L2996,
795.537,795.536,0.004,5,,,21534.680,34101.36,3p6.3d,2D,5/2,3p6.11f,2F*,7/2,,,L6096,
795.683,795.682,0.004,4,,,21536.988,34101.36,3p6.3d,2D,3/2,3p6.11f,2F*,5/2,,,L6096,
,803.7580,0.0004,,2.0e+04,C,21534.680,33972.8148,3p6.3d,2D,5/2,3p6.12p,2P*,3/2,,T817LS,,
,803.9072,0.0004,,2.3e+03,E,21536.988,33972.8148,3p6.3d,2D,3/2,3p6.12p,2P*,3/2,,T817LS,,
,803.9465,0.0004,,2.3e+04,C,21536.988,33972.2064,3p6.3d,2D,3/2,3p6.12p,2P*,1/2,,T817LS,,
,807.2163,0.0004,,1.601e+04,B+,21026.551,33411.3986,3p6.5s,2S,1/2,3p6.10p,2P*,3/2,,T9168,,
,807.2924,0.0004,,1.456e+04,A,21026.551,33410.2306,3p6.5s,2S,1/2,3p6.10p,2P*,1/2,,T9168,,
807.811,807.810,0.004,7,,,21534.680,33910.42,3p6.3d,2D,5/2,3p6.10f,2F*,7/2,,,L6096,
807.962,807.961,0.004,6,,,21536.988,33910.42,3p6.3d,2D,3/2,3p6.10f,2F*,5/2,,,L6096,
,819.2690,0.0004,,2.8e+04,C,21534.680,33737.3284,3p6.3d,2D,5/2,3p6.11p,2P*,3/2,,T817LS,,
,819.4240,0.0004,,3.1e+03,E,21536.988,33737.3284,3p6.3d,2D,3/2,3p6.11p,2P*,3/2,,T817LS,,
,819.4798,0.0004,,3.1e+04,C,21536.988,33736.4979,3p6.3d,2D,3/2,3p6.11p,2P*,1/2,,T817LS,,
825.018,825.016,0.004,9bl*,6.4e+04,C+,21534.680,33652.32,3p6.3d,2D,5/2,3p6.9f,2F*,5/2,,T817LS,L6096,
825.018,825.016,0.004,9bl*,9.6e+05,B+,21534.680,33652.32,3p6.3d,2D,5/2,3p6.9f,2F*,7/2,,T817LS,L6096,
825.174,825.174,0.004,8,8.9e+05,C+,21536.988,33652.32,3p6.3d,2D,3/2,3p6.9f,2F*,5/2,,T817LS,L6096,
839.022,839.0212,0.0004,3,2.71e+04,B+,21026.551,32941.9262,3p6.5s,2S,1/2,3p6.9p,2P*,3/2,,T9168,L6096,
,839.1426,0.0004,m,2.47e+04,B+,21026.551,32940.2030,3p6.5s,2S,1/2,3p6.9p,2P*,1/2,,T9168,L6096,
841.754,841.7521,0.0004,2,4.81e+04,A,21534.680,33411.3986,3p6.3d,2D,5/2,3p6.10p,2P*,3/2,,T9168,L6096,
,841.9157,0.0004,,5.29e+03,A,21536.988,33411.3986,3p6.3d,2D,3/2,3p6.10p,2P*,3/2,,T9168,,
842.000,841.9985,0.0004,1,5.25e+04,A,21536.988,33410.2306,3p6.3d,2D,3/2,3p6.10p,2P*,1/2,,T9168,L6096,
850.345,850.344,0.004,11bl*,1.32e+06,B+,21534.680,33291.40,3p6.3d,2D,5/2,3p6.8f,2F*,7/2,,T8262,L6096,
850.345,850.344,0.004,11bl*,8.80e+04,B+,21534.680,33291.40,3p6.3d,2D,5/2,3p6.8f,2F*,5/2,,T8262,L6096,
850.511,850.511,0.004,10,1.23e+06,B+,21536.988,33291.40,3p6.3d,2D,3/2,3p6.8f,2F*,5/2,,T8262,L6096,
876.396,876.3951,0.0004,4,7.13e+04,A,21534.680,32941.9262,3p6.3d,2D,5/2,3p6.9p,2P*,3/2,,T9168,L6096,
,876.5724,0.0004,,7.97e+03,A+,21536.988,32941.9262,3p6.3d,2D,3/2,3p6.9p,2P*,3/2,,T9168,,
876.705,876.7049,0.0004,3,7.81e+04,A,21536.988,32940.2030,3p6.3d,2D,3/2,3p6.9p,2P*,1/2,,T9168,L6096,
890.219,890.218,0.005,13bl*,1.369e+05,AA,21534.680,32764.80,3p6.3d,2D,5/2,3p6.7f,2F*,5/2,,T9168,L6096,
890.219,890.218,0.005,13bl*,2.052e+06,AA,21534.680,32764.80,3p6.3d,2D,5/2,3p6.7f,2F*,7/2,,T9168,L6096,
890.402,890.401,0.005,12,1.914e+06,AA,21536.988,32764.80,3p6.3d,2D,3/2,3p6.7f,2F*,5/2,,T9168,L6096,
892.331,892.329,0.005,5,5.23e+04,A,21026.551,32230.11,3p6.5s,2S,1/2,3p6.8p,2P*,3/2,,T9168,L6096,
892.544,892.541,0.005,4,4.77e+04,B+,21026.551,32227.44,3p6.5s,2S,1/2,3p6.8p,2P*,1/2,,T9168,L6096,
934.724,934.722,0.005,7,1.135e+05,A+,21534.680,32230.11,3p6.3d,2D,5/2,3p6.8p,2P*,3/2,,T9168,L6096,
934.925,934.924,0.005,3,1.266e+04,A+,21536.988,32230.11,3p6.3d,2D,3/2,3p6.8p,2P*,3/2,,T9168,L6096,
935.159,935.158,0.005,6,1.244e+05,A+,21536.988,32227.44,3p6.3d,2D,3/2,3p6.8p,2P*,1/2,,T9168,L6096,
959.570,959.569,0.006,15bl*,3.449e+06,AA,21534.680,31953.17,3p6.3d,2D,5/2,3p6.6f,2F*,7/2,,T9168,L6096,
959.570,959.569,0.006,15bl*,2.294e+05,AA,21534.680,31953.17,3p6.3d,2D,5/2,3p6.6f,2F*,5/2,,T9168,L6096,
959.783,959.781,0.006,14,3.207e+06,AA,21536.988,31953.17,3p6.3d,2D,3/2,3p6.6f,2F*,5/2,,T9168,L6096,
994.967,994.965,0.006,6,1.24e+05,B+,21026.551,31074.40,3p6.5s,2S,1/2,3p6.7p,2P*,3/2,,T9168,L6096,
995.414,995.411,0.006,5,1.15e+05,B+,21026.551,31069.90,3p6.5s,2S,1/2,3p6.7p,2P*,1/2,,T9168,L6096,
1047.963,1047.962,0.007,9,1.992e+05,A,21534.680,31074.40,3p6.3d,2D,5/2,3p6.7p,2P*,3/2,,T9168,L6096,
1048.215,1048.215,0.007,5,2.205e+04,A+,21536.988,31074.40,3p6.3d,2D,3/2,3p6.7p,2P*,3/2,,T9168,L6096,
1048.711,1048.710,0.007,8,2.168e+05,A+,21536.988,31069.90,3p6.3d,2D,3/2,3p6.7p,2P*,1/2,,T9168,L6096,
,1066.8459,0.0006,,3.9e+04,C,24701.382,34072.2393,3p6.5p,2P*,1/2,3p6.13s,2S,1/2,,T817LS,,
,1068.5793,0.0006,,1.2e+04,C,24701.382,34057.0385,3p6.5p,2P*,1/2,3p6.11d,2D,3/2,,T817LS,,
,1068.9857,0.0006,,7.7e+04,C,24720.139,34072.2393,3p6.5p,2P*,3/2,3p6.13s,2S,1/2,,T817LS,,
,1070.7260,0.0006,,2.4e+03,C,24720.139,34057.0385,3p6.5p,2P*,3/2,3p6.11d,2D,3/2,,T817LS,,
,1070.7298,0.0006,,1.4e+04,C,24720.139,34057.0051,3p6.5p,2P*,3/2,3p6.11d,2D,5/2,,T817LS,,
,1090.2024,0.0006,,5.4e+04,C,24701.382,33871.4788,3p6.5p,2P*,1/2,3p6.12s,2S,1/2,,T817LS,,
,1092.4370,0.0006,,1.1e+05,C+,24720.139,33871.4788,3p6.5p,2P*,3/2,3p6.12s,2S,1/2,,T817LS,,
,1092.5659,0.0006,,1.3e+04,C,24701.382,33851.6418,3p6.5p,2P*,1/2,3p6.10d,2D,3/2,,T817LS,,
,1094.8101,0.0006,,2.7e+03,C,24720.139,33851.6418,3p6.5p,2P*,3/2,3p6.10d,2D,3/2,,T817LS,,
,1094.8157,0.0006,,1.6e+04,C,24720.139,33851.5956,3p6.5p,2P*,3/2,3p6.10d,2D,5/2,,T817LS,,
1101.987,1101.985,0.007,17*,6.538e+06,AA,21534.680,30606.73,3p6.3d,2D,5/2,3p6.5f,2F*,7/2,,T9168,L6096,
1101.987,1101.985,0.007,17*,4.360e+05,AA,21534.680,30606.73,3p6.3d,2D,5/2,3p6.5f,2F*,5/2,,T9168,L6096,
1102.267,1102.265,0.007,16,6.099e+06,AA,21536.988,30606.73,3p6.3d,2D,3/2,3p6.5f,2F*,5/2,,T9168,L6096,
,1123.6442,0.0006,,7.960e+04,A+,24701.382,33598.5597,3p6.5p,2P*,1/2,3p6.11s,2S,1/2,,T9168,,
,1126.0181,0.0006,,1.573e+05,A+,24720.139,33598.5597,3p6.5p,2P*,3/2,3p6.11s,2S,1/2,,T9168,,
,1126.9927,0.0006,,1.74e+04,B+,24701.382,33572.1249,3p6.5p,2P*,1/2,3p6.9d,2D,3/2,,T9168,,
,1129.3808,0.0006,,3.73e+03,B+,24720.139,33572.1249,3p6.5p,2P*,3/2,3p6.9d,2D,3/2,,T9168,,
,1129.3891,0.0006,,2.28e+04,B+,24720.139,33572.0592,3p6.5p,2P*,3/2,3p6.9d,2D,5/2,,T9168,,
1169.0219,1169.0242,0.0007,17,2.017e+07,AA,12985.185724,21536.988,3p6.4p,2P*,1/2,3p6.3d,2D,3/2,,T9168,L1792,
,1174.3740,0.0007,,1.156e+05,AA,24701.382,33214.2267,3p6.5p,2P*,1/2,3p6.10s,2S,1/2,,T9168,,
1176.9637,1176.9667,0.0007,16,3.974e+06,AA,13042.896027,21536.988,3p6.4p,2P*,3/2,3p6.3d,2D,3/2,,T9168,L1792,
,1176.9673,0.0007,,2.288e+05,AA,24720.139,33214.2267,3p6.5p,2P*,3/2,3p6.10s,2S,1/2,,T9168,,
1177.2838,1177.2866,0.0007,17,2.383e+07,AA,13042.896027,21534.680,3p6.4p,2P*,3/2,3p6.3d,2D,5/2,,T9168,L1792,
,1179.3606,0.0007,,1.72e+04,B,24701.382,33178.2324,3p6.5p,2P*,1/2,3p6.8d,2D,3/2,,T9168,,
,1181.9760,0.0007,,3.8e+03,B,24720.139,33178.2324,3p6.5p,2P*,3/2,3p6.8d,2D,3/2,,T9168,,
,1181.9898,0.0007,,2.29e+04,B,24720.139,33178.1339,3p6.5p,2P*,3/2,3p6.8d,2D,5/2,,T9168,,
1243.2274,1243.2298,0.0008,56,7.951e+06,AA,12985.185724,21026.551,3p6.4p,2P*,1/2,3p6.5s,2S,1/2,,T9168,L1792,
1252.2141,1252.2165,0.0008,98,1.582e+07,AA,13042.896027,21026.551,3p6.4p,2P*,3/2,3p6.5s,2S,1/2,,T9168,L1792,
,1252.608,0.008,,4.35e+05,B+,21026.551,29007.71,3p6.5s,2S,1/2,3p6.6p,2P*,3/2,,T9168,,
,1253.934,0.008,,4.16e+05,A,21026.551,28999.27,3p6.5s,2S,1/2,3p6.6p,2P*,1/2,,T9168,,
,1257.9972,0.0008,,1.782e+05,AA,24701.382,32648.3511,3p6.5p,2P*,1/2,3p6.9s,2S,1/2,,T9168,,
,1260.9735,0.0008,,3.512e+05,AA,24720.139,32648.3511,3p6.5p,2P*,3/2,3p6.9s,2S,1/2,,T9168,,
,1265.9474,0.0008,,1.20e+04,B,24701.382,32598.4437,3p6.5p,2P*,1/2,3p6.7d,2D,3/2,,T9168,,
,1268.9615,0.0008,,2.7e+03,B,24720.139,32598.4437,3p6.5p,2P*,3/2,3p6.7d,2D,3/2,,T9168,,
,1268.9865,0.0008,,1.67e+04,B,24720.139,32598.2881,3p6.5p,2P*,3/2,3p6.7d,2D,5/2,,T9168,,
1337.786,1337.779,0.009,,4.08e+05,A+,21534.680,29007.71,3p6.3d,2D,5/2,3p6.6p,2P*,3/2,,T9168,L6096,
,1338.193,0.009,,4.55e+04,A,21536.988,29007.71,3p6.3d,2D,3/2,3p6.6p,2P*,3/2,,T9168,,
1339.709,1339.706,0.009,,4.47e+05,A+,21536.988,28999.27,3p6.3d,2D,3/2,3p6.6p,2P*,1/2,,T9168,L6096,
,1415.2427,0.0012,,2.970e+05,A+,24701.382,31765.3767,3p6.5p,2P*,1/2,3p6.8s,2S,1/2,,T9168,,
,1419.0106,0.0012,,5.87e+05,A+,24720.139,31765.3767,3p6.5p,2P*,3/2,3p6.8s,2S,1/2,,T9168,,
,1429.2460,0.0012,,6.9e+02,D,24701.382,31696.1661,3p6.5p,2P*,1/2,3p6.6d,2D,3/2,,T9168,,
,1433.0889,0.0012,,2.6e+02,D+,24720.139,31696.1661,3p6.5p,2P*,3/2,3p6.6d,2D,3/2,,T9168,,
