obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
176.2664,0.0004,176.2673,0.0003,56732.31,"g,a",,,168.3371,56900.35,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
176.4469,0.0004,176.4472,0.0003,56674.27,"g,a",,,168.3371,56842.51,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
176.463,0.002,,,56669.1,a,,,,,,,,,,,1,1,,,L2110,
176.493,0.002,,,56659.5,a,,,,,,,,,,,1,1,,,L2110,
176.506,0.002,,,56655.3,a,,,,,,,,,,,1,1,,,L2110,
176.6152,0.0004,176.6149,0.0003,56620.27,"g,a",,,0.0000,56620.36,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
176.7882,0.0009,176.7882,0.0012,56564.9,"g,a*",,,168.3371,56733.2,3d.4s2,2D,5/2,3d2.(3F).12p,2F*?,5/2,6,6,,,L2110,
176.7882,0.0009,176.7882,0.0012,56564.9,"g,a*",,,168.3371,56733.2,3d.4s2,2D,5/2,3d2.(3F).12p,2F*?,7/2,6,8,,,L2110,
176.8506,0.0004,176.8505,0.0003,56544.90,"g,a",,,0.0000,56544.93,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
177.007,0.002,,,56494.9,a,,,,,,,,,,,1,1,,,L2110,
177.1413,0.0004,177.1416,0.0003,56452.11,"g,a",,,168.3371,56620.36,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
177.1782,0.0004,177.1784,0.0003,56440.35,"g,a",,,0.0000,56440.29,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
177.20,0.02,,,56433,a,,,,,,,,,,,1,1,,,L2110,
177.26,0.02,,,56414,a,,,,,,,,,,,1,1,,,L2110,
177.3785,0.0004,177.3786,0.0003,56376.62,"g,a",,,168.3371,56544.93,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
177.4315,0.0004,177.4310,0.0003,56359.78,"g,a",,,0.0000,56359.93,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
177.5613,0.0009,177.5613,0.0012,56318.6,"g,a*",,,168.3371,56486.9,3d.4s2,2D,5/2,3d2.(3F).11p,2F*?,5/2,6,6,,,L2110,
177.5613,0.0009,177.5613,0.0012,56318.6,"g,a*",,,168.3371,56486.9,3d.4s2,2D,5/2,3d2.(3F).11p,2F*?,7/2,6,8,,,L2110,
177.7086,0.0004,177.7084,0.0003,56271.90,"g,a",,,168.3371,56440.29,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
177.8039,0.0004,177.8041,0.0003,56241.74,"g,a",,,0.0000,56241.67,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
177.9621,0.0004,177.9626,0.0003,56191.74,"g,a",,,168.3371,56359.93,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
177.9991,0.0004,177.9993,0.0003,56180.06,"g,a",,,0.0000,56179.99,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
178.06,0.02,,,56161,a,,,,,,,,,,,1,1,,,L2110,
178.25,0.02,,,56101,a,,,,,,,,,,,1,1,,,L2110,
178.3381,0.0004,178.3379,0.0003,56073.27,"g,a",,,168.3371,56241.67,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
178.5,0.2,,,56020,a,,,,,,,,,,,1,1,,,L2110,
178.5345,0.0004,178.5343,0.0003,56011.58,"g,a",,,168.3371,56179.99,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
178.6392,0.0009,178.6392,0.0012,55978.8,"g,a*",,,168.3371,56147.1,3d.4s2,2D,5/2,3d2.(3F).10p,2F*?,5/2,6,6,,,L2110,
178.6392,0.0009,178.6392,0.0012,55978.8,"g,a*",,,168.3371,56147.1,3d.4s2,2D,5/2,3d2.(3F).10p,2F*?,7/2,6,8,,,L2110,
178.869,0.002,,,55906.8,a,,,,,,,,,,,1,1,,,L2110,
179.13,0.02,,,55825,a,,,,,,,,,,,1,1,,,L2110,
179.61,0.02,,,55676,a,,,,,,,,,,,1,1,,,L2110,
179.80,0.02,,,55617,a,,,,,,,,,,,1,1,,,L2110,
179.907,0.002,,,55584.3,a,,,,,,,,,,,1,1,,,L2110,
180.2161,0.0009,180.2160,0.0012,55488.9,"g,a*",,,168.3371,55657.3,3d.4s2,2D,5/2,3d2.(3F).9p,2F*?,5/2,6,6,,,L2110,
180.2161,0.0009,180.2160,0.0012,55488.9,"g,a*",,,168.3371,55657.3,3d.4s2,2D,5/2,3d2.(3F).9p,2F*?,7/2,6,8,,,L2110,
180.2547,0.0004,,,55477.06,a,,,,,,,,,,,1,1,,,L2110,
180.6065,0.0002,180.60651,0.00020,55368.99,"g,a",,,0.0000,55368.99,3d.4s2,2D,3/2,3d.4s.(1D).36p,2P*,3/2,4,4,,,L2110,
180.626,0.002,180.6267,0.0014,55363.0,"g,a",,,0.0000,55362.8,3d.4s2,2D,3/2,3d.4s.(1D).35p,2P*,3/2,4,4,,,L2110,
180.648,0.002,180.6466,0.0014,55356.3,"g,a",,,0.0000,55356.7,3d.4s2,2D,3/2,3d.4s.(1D).34p,2P*,3/2,4,4,,,L2110,
180.671,0.002,180.6714,0.0014,55349.2,"g,a",,,0.0000,55349.1,3d.4s2,2D,3/2,3d.4s.(1D).33p,2P*,3/2,4,4,,,L2110,
180.6965,0.0002,180.69652,0.00020,55341.42,"g,a",,,0.0000,55341.41,3d.4s2,2D,3/2,3d.4s.(1D).32p,2P*,3/2,4,4,,,L2110,
180.7245,0.0002,180.72450,0.00020,55332.84,"g,a",,,0.0000,55332.84,3d.4s2,2D,3/2,3d.4s.(1D).31p,2P*,3/2,4,4,,,L2110,
180.756,0.002,180.7557,0.0014,55323.2,"g,a",,,0.0000,55323.3,3d.4s2,2D,3/2,3d.4s.(1D).30p,2P*,3/2,4,4,,,L2110,
180.791,0.002,180.7906,0.0014,55312.5,"g,a",,,0.0000,55312.6,3d.4s2,2D,3/2,3d.4s.(1D).29p,2P*,3/2,4,4,,,L2110,
180.828,0.002,180.8279,0.0014,55301.2,"g,a",,,0.0000,55301.2,3d.4s2,2D,3/2,3d.4s.(1D).28p,2P*,3/2,4,4,,,L2110,
180.8705,0.0002,180.87052,0.00020,55288.18,"g,a",,,0.0000,55288.17,3d.4s2,2D,3/2,3d.4s.(1D).27p,2P*,3/2,4,4,,,L2110,
180.873,0.002,180.8730,0.0020,55287.4,"g,a",,,0.0000,55287.4,3d.4s2,2D,3/2,3d.4s.(1D).27p,2P*,1/2,4,2,,,L2110,
180.919,0.002,180.9195,0.0014,55273.4,"g,a",,,0.0000,55273.2,3d.4s2,2D,3/2,3d.4s.(1D).26p,2P*,3/2,4,4,,,L2110,
180.9215,0.0002,180.92150,0.00020,55272.59,"g,a",,,0.0000,55272.59,3d.4s2,2D,3/2,3d.4s.(1D).26p,2P*,1/2,4,2,,,L2110,
180.974,0.002,180.9748,0.0014,55256.6,"g,a",,,0.0000,55256.3,3d.4s2,2D,3/2,3d.4s.(1D).25p,2P*,3/2,4,4,,,L2110,
180.977,0.002,180.9771,0.0020,55255.6,"g,a",,,0.0000,55255.6,3d.4s2,2D,3/2,3d.4s.(1D).25p,2P*,1/2,4,2,,,L2110,
181.036,0.002,181.0368,0.0014,55237.6,"g,a",,,0.0000,55237.4,3d.4s2,2D,3/2,3d.4s.(1D).24p,2P*,3/2,4,4,,,L2110,
181.0405,0.0002,181.04050,0.00020,55236.26,"g,a",,,0.0000,55236.26,3d.4s2,2D,3/2,3d.4s.(1D).24p,2P*,1/2,4,2,,,L2110,
181.109,0.002,181.1092,0.0014,55215.4,"g,a",,,0.0000,55215.3,3d.4s2,2D,3/2,3d.4s.(1D).23p,2P*,3/2,4,4,,,L2110,
181.1125,0.0002,181.11250,0.00020,55214.30,"g,a",,,0.0000,55214.30,3d.4s2,2D,3/2,3d.4s.(1D).23p,2P*,1/2,4,2,,,L2110,
181.127,0.002,181.1271,0.0020,55209.9,"g,a",,,168.3371,55378.2,3d.4s2,2D,5/2,3d.4s.(1D).38p,2P*,3/2,6,4,,,L2110,
181.142,0.002,181.1418,0.0020,55205.3,"g,a",,,168.3371,55373.7,3d.4s2,2D,5/2,3d.4s.(1D).37p,2P*,3/2,6,4,,,L2110,
181.159,0.002,181.15728,0.00020,55200.1,"g,a",,,168.3371,55368.99,3d.4s2,2D,5/2,3d.4s.(1D).36p,2P*,3/2,6,4,,,L2110,
181.178,0.002,181.1776,0.0014,55194.3,"g,a",,,168.3371,55362.8,3d.4s2,2D,5/2,3d.4s.(1D).35p,2P*,3/2,6,4,,,L2110,
181.1915,0.0002,181.19159,0.00014,55190.23,"g,a",,,0.0000,55190.20,3d.4s2,2D,3/2,3d.4s.(1D).22p,2P*,3/2,4,4,,,L2110,
181.196,0.002,181.1976,0.0014,55188.9,"g,a",,,168.3371,55356.7,3d.4s2,2D,5/2,3d.4s.(1D).34p,2P*,3/2,6,4,,,L2110,
181.223,0.002,181.2226,0.0014,55180.6,"g,a",,,168.3371,55349.1,3d.4s2,2D,5/2,3d.4s.(1D).33p,2P*,3/2,6,4,,,L2110,
181.248,0.002,181.24783,0.00020,55173.0,"g,a",,,168.3371,55341.41,3d.4s2,2D,5/2,3d.4s.(1D).32p,2P*,3/2,6,4,,,L2110,
