obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
364.529,364.533+,3,,,129667.35,157091.9,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).8s,2[1],3/2,,,L6991,
365.444,365.4321+,3bl,,,116783.09,144140.16,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L7270,
365.774,365.7736+,5,,,101535.67,128867.20,5s2.5p4.(3P<2>).5d,2[4],7/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
365.844,365.8429+,6h,,,112703.64,140029.99,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
366.170,366.1678+,20H,,,111792.17,139094.28,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[3],5/2,,,L6925,
366.393,366.3954+,5h,,,112924.84,140209.99,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
366.547,366.5296+,1,,,124289.45,151564.61,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).5g,2[2],5/2,,,L6991,
367.257,367.2572+,20,,,96033.48,123254.60,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
367.404,367.4002+,1-,,,113672.89,140883.42,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
368.407,368.4176+,1,,,111958.89,139094.28,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[3],5/2,,,L6991,
369.074,369.0793+,1,,,112924.84,140011.58,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).7p,2[1]*,1/2,,,L6925,
369.184,369.1840+,1h,,,96033.48,123112.54,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
369.849,369.8506+,1h,,,112703.64,139733.89,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[3]*,7/2,,,L6925,
371.164,371.1666+,20H,,,111792.17,138726.59,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[0],1/2,,,L6925,
371.569,371.5670+,2H,,,121179.80,148085.19,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
371.720,371.7185+,20,,,105313.33,132207.76,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
372.080,372.0803+,40,,,102799.07,129667.35,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
373.100,373.1004+,0bl,,,112703.64,139498.46,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6991,
373.118,373.1174+,20,,,105947.55,132741.15,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
374.111,374.1292+,0,,,112924.84,139645.98,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).7p,2[3]*,5/2,,,L6991,
374.196,374.2020+,2Hw,,,120853.16,147569.10,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<0>).4f,2[3]*,7/2,,,L6925,
374.546,374.5620+,3a,,,123112.54,149802.80,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6991,
375.687,375.6853+,10,,,105313.33,131923.79,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
376.205,376.2061+,3h,,,112924.84,139498.46,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
376.337,376.3362+,15,,,95064.38,121628.82,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
376.566,376.5664+,0,,,123254.60,149802.80,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6991,
377.383,377.3915+,0,,,112703.64,139193.80,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[1]*,3/2,,,L6991,
377.549,377.5514+,1,,,112703.64,139182.58,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
377.878,377.8735+,1-,,,121628.82,148085.19,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
378.070,378.0697+,1H,,,123254.60,149697.24,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
378.323,378.3201+,10h,,,112703.64,139128.78,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
378.732,378.7317+,3,,,96858.18,123254.60,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
380.099,380.0967+,15h,,,112703.64,139005.27,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
380.568,380.5694+,1H,,,112924.84,139193.80,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).7p,2[1]*,3/2,,,L6925,
380.729,380.7320+,10h,,,112924.84,139182.58,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
381.067,381.0503+,0,,,114751.08,140986.89,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[2]*,3/2,,,L6991,
381.105,381.1044+,40,,,95396.74,121628.82,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
381.516,381.5137+,1hw,,,112924.84,139128.78,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
382.335,382.3473+,2,,,116783.09,142929.90,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).7s,2[1],1/2,,,L6925,
382.627,382.6216+,2h,,,113512.36,139640.43,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
382.977,382.9788+,10h,,,111958.89,138062.59,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
384.858,384.8580+,6,,,105947.55,131923.79,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
384.987,384.9870+,50Hl,,,113672.89,139640.43,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
385.853,385.8530+,20,,,90873.83,116783.09,5s.5p6,2S,1/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
386.963,386.9617+,20,,,106906.12,132741.15,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
388.367,388.3772+,1H,,,128867.20,154608.07,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).6d,2[2],3/2,,,L6925,
388.500,388.5028+,20,,,106475.21,132207.76,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
388.545,388.5392+,4Hl,,,124070.06,149800.20,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<1>).4f,2[3]*,5/2,,,L6925,
390.534,390.5290+,1,,,116783.09,142382.13,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
390.585,390.5855+,10,,,96033.48,121628.82,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
390.791,390.7904+,100h,,,113512.36,139094.28,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).6d,2[3],5/2,,,L6925,
391.660,391.6546+,1h,,,120414.87,145940.34,5s2.5p4.(3P<0>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
392.078,392.0729+,1h,,,124301.96,149800.20,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<1>).4f,2[3]*,5/2,,,L6925,
392.680,392.6786+,1,,,114751.08,140209.99,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
392.842,392.8380+,,,,106475.21,131923.79,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
393.322,393.3216+,1,,,104250.06,129667.35,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
393.766,393.7618+,2,,,113705.40,139094.28,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).6d,2[3],5/2,,,L6925,
393.892,393.8888+,15h,,,124301.96,149682.65,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<1>).4f,2[3]*,7/2,,,L6925,
394.221,394.2194+,3,,,107381.74,132741.15,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
394.357,394.3581+,20,,,95064.38,120414.87,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
395.161,395.1601+,5Hl,,,121628.82,146927.86,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
395.473,395.4748+,20hl,,,114751.08,140029.99,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
396.215,396.2146+,0,,,124571.09,149802.80,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6991,
397.258,397.2615+,50Hl,,,128867.20,154032.42,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).6d,2[2],5/2,,,L6925,
397.559,397.5600+,4,,,96033.48,121179.80,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
397.898,397.8999+,2h,,,114905.15,140029.99,5s2.5p4.(1D<2>).5d,2[4],9/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
398.041,398.0398+,2h,,,114913.98,140029.99,5s2.5p4.(1D<2>).5d,2[4],7/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
398.121,398.1165+,1h,,,128867.20,153978.37,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).6d,2[3],7/2,,,L6925,
399.033,399.0298+,60Hl,,,113672.89,138726.59,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).6d,2[0],1/2,,,L6925,
399.605,399.6045+,3,,,106906.12,131923.79,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
400.055,400.0526+,5h,,,114913.98,139903.63,5s2.5p4.(1D<2>).5d,2[4],7/2,5s2.5p4.(3P<2>).4f,2[5]*,9/2,,,L6925,
400.235,400.2321+,80Hl,,,124301.96,149280.40,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<1>).4f,2[4]*,7/2,,,L6925,
400.309,400.3249+,1,,,123112.54,148085.19,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6991,
400.846,400.8374+,1H,,,129667.35,154608.07,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[2],3/2,,,L6925,
401.656,401.6586+,2h,,,124301.96,149191.69,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(1S<0>).6p,2[1]*,3/2,,,L6925,
401.786,401.7876+,2h,,,124070.06,148951.80,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<1>).4f,2[2]*,5/2,,,L6925,
402.519,402.5170+,30,,,107904.50,132741.15,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
402.620,402.6153+,5Hl,,,123254.60,148085.19,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
402.682,402.6894+,0,,,107381.74,132207.76,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6991,
402.797,402.7885+,3h,,,114913.98,139733.89,5s2.5p4.(1D<2>).5d,2[4],7/2,5s2.5p4.(3P<2>).7p,2[3]*,7/2,,,L6925,
402.982,402.9843+,1-,,,120414.87,145222.72,5s2.5p4.(3P<0>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
403.587,403.5897+,1,,,96858.18,121628.82,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
403.729,403.7315+,100,,,111792.17,136554.11,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[1],1/2,,,L6925,
403.759,403.7543+,200,,,121179.80,145940.34,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
403.969,403.9690+,1-,,,114751.08,139498.46,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
404.464,404.4674+,6H,,,128867.20,153584.09,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
404.490,404.4905+,8H,,,129667.35,154382.83,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[1],1/2,,,L6925,
405.127,405.1258+,10h,,,121628.82,146305.54,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
405.746,405.7473+,200H,,,111958.89,136597.81,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[4],7/2,,,L6925,
406.212,406.2119+,6,,,111958.89,136569.63,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(1S<0>).5d,2[2],5/2,,,L6925,
406.653,406.6581+,,,,132518.82,157102.56,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(1D<2>).4f,2[3]*,7/2,,,L6925,
407.210,407.2132+,6h,,,113512.36,138062.59,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
407.350,407.3489+,15,,,107381.74,131923.79,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
409.188,409.1922+,3h,,,114751.08,139182.58,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
409.889,409.8935+,100h,,,113672.89,138062.59,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
410.034,410.0332+,20,,,96033.48,120414.87,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
410.097,410.0952+,1h,,,114751.08,139128.78,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
410.310,410.3078+,8hl,,,129667.35,154032.42,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[2],5/2,,,L6925,
410.495,410.4940+,40,,,105313.33,129667.35,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
411.041,411.0408+,30,,,96858.18,121179.80,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
411.214,411.2116+,30Hl,,,121628.82,145940.34,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
411.242,411.2410+,0,,,123254.60,147564.38,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).8s,2[2],3/2,,,L6991,
411.326,411.3212+,2,,,124070.06,148375.10,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
411.352,411.3514+,2,,,107904.50,132207.76,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
412.186,412.1836+,5h,,,114751.08,139005.27,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
413.101,413.0984+,20,,,108007.28,132207.76,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
413.124,413.1408+,0,,,123112.54,147310.54,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).8s,2[2],5/2,,,L6991,
413.881,413.8826+,3h,,,124070.06,148224.69,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(1S<0>).6p,2[1]*,1/2,,,L6925,
414.819,414.8151+,2h*,,,116783.09,140883.42,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
414.819,414.8187+,2h*,,,114905.15,139005.27,5s2.5p4.(1D<2>).5d,2[4],9/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
415.274,415.2836+,1,,,124301.96,148375.10,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
415.465,415.4635+,2,,,114905.15,138967.87,5s2.5p4.(1D<2>).5d,2[4],9/2,5s2.5p4.(3P<2>).4f,2[4]*,9/2,,,L6925,
415.617,415.6160+,2h,,,114913.98,138967.87,5s2.5p4.(1D<2>).5d,2[4],7/2,5s2.5p4.(3P<2>).4f,2[4]*,9/2,,,L6925,
415.804,415.8056+,200H,,,121179.80,145222.72,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
416.216,416.2147+,60,,,107904.50,131923.79,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
417.099,417.0974+,8Hl,,,130063.96,154032.42,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(1D<2>).6d,2[2],5/2,,,L6925,
418.010,417.9994+,1000*,,,129667.35,153584.09,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
418.010,418.0097+,1000*,,,111792.17,135708.32,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[2],3/2,,,L6925,
418.029,418.0401+,1,,,130063.96,153978.37,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(1D<2>).6d,2[3],7/2,,,L5583,
419.315,419.3147+,500h,,,128867.20,152708.92,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).6d,2[4],7/2,,,L6925,
419.781,419.7795+,10H,,,123112.54,146927.86,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
420.125,420.1249+,15H,,,124289.45,148085.19,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
420.322,420.3201+,5,,,108423.07,132207.76,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
420.848,420.846+,400h,,,111792.17,135547.13,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[2],5/2,,,L6925,
420.947,420.944+,200h,,,111958.89,135708.32,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[2],3/2,,,L6925,
421.372,421.372+,400h,,,120414.87,144140.16,5s2.5p4.(3P<0>).6p,2[1]*,1/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
421.469,421.470+,6,,,105947.55,129667.35,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
421.530,421.520+,0,,,132518.82,156235.80,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(1D<2>).4f,2[2]*,5/2,,,L6991,
421.560,421.562+,200,,,93068.44,116783.09,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
422.300,422.299+,400h,,,123254.60,146927.86,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
423.720,423.719+,,,,121628.82,145222.72,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
423.796,423.812+,3bl,,,106475.21,130063.96,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6991,
423.825,423.821+,500h,,,111958.89,135547.13,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[2],5/2,,,L6925,
424.388,424.388+,10,,,96858.18,120414.87,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
424.441,424.439+,30,,,105313.33,128867.20,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
424.538,424.537+,500h,,,111958.89,135507.32,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[3],7/2,,,L6925,
425.016,425.019+,,,,130063.96,153585.71,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(1D<2>).6d,2[3],5/2,,,L6925,
425.157,425.157+,100H,,,124571.09,148085.19,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
426.357,426.362+,10h^,,,124070.06,147517.71,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<0>).4f,2[3]*,5/2,,,L6925,
426.984,426.982+,40,,,101157.48,124571.09,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
429.517,429.526+,1a,,,124289.45,147564.38,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).8s,2[2],3/2,,,L6991,
429.640,429.639+,500h,,,111792.17,135060.97,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).5d,2[0],1/2,,,L6925,
429.675,429.670+,2,,,124301.96,147569.10,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<0>).4f,2[3]*,7/2,,,L6925,
430.621,430.621+,1h,,,124301.96,147517.71,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(3P<0>).4f,2[3]*,5/2,,,L6925,
431.051,431.043+,500h,,,123112.54,146305.54,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
432.182,432.181+,40,,,101157.48,124289.45,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
433.052,433.052+,1000,1.4e+08,,113512.36,136597.81,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).6d,2[4],7/2,,T8043,L6925,
433.581,433.581+,10,,,113512.36,136569.63,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(1S<0>).5d,2[2],5/2,,,L6925,
433.707,433.700+,30Hl,,,123254.60,146305.54,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
434.256,434.262+,6Hl,,,124289.45,147310.54,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).8s,2[2],5/2,,,L6925,
435.728,435.710+,0,,,132518.82,155463.41,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6991,
436.705,436.703+,30H,,,113705.40,136597.81,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).6d,2[4],7/2,,,L6925,
436.920,436.917+,200H,,,113672.89,136554.11,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).6d,2[1],1/2,,,L6925,
437.246,437.242+,2h,,,113705.40,136569.63,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(1S<0>).5d,2[2],5/2,,,L6925,
437.378,437.373+,100H,,,116783.09,139640.43,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
437.944,437.939+,10Hl,,,123112.54,145940.34,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
438.493,438.491+,60,,,90873.83,113672.89,5s.5p6,2S,1/2,5s2.5p4.(3P<2>).6p,2[1]*,1/2,,,L6925,
439.209,439.220+,0,,,106906.12,129667.35,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6991,
439.320,439.320+,500H,,,121628.82,144384.90,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).6d,2[2],5/2,,,L6925,
439.577,439.577+,500H,,,130063.96,152806.73,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(1D<2>).6d,2[4],9/2,,,L6925,
440.454,440.455+,1,,,128867.20,151564.61,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).5g,2[2],5/2,,,L6991,
440.688,440.682+,200H,,,123254.60,145940.34,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
