obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
661.840,661.838+,50,,,108007.28,123112.54,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
661.933,661.947+,3,,,132207.76,147310.54,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).8s,2[2],5/2,,,L6991,
662.002,662.001+,200h,,,105313.33,120414.87,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
663.413,663.416+,6Hl,,,124571.09,139640.43,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
663.885,663.884+,2h,,,124070.06,139128.78,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
664.29,664.256+,1h,,,132518.82,147569.10,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(3P<0>).4f,2[3]*,7/2,,,L6925,
666.31,666.302+,2,,,131923.79,146927.86,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
666.559,666.532+,2,,,132518.82,147517.71,5s2.5p4.(3P<2>).7s,2[2],5/2,5s2.5p4.(3P<0>).4f,2[3]*,5/2,,,L6925,
669.122,669.123+,1,,,121628.82,136569.63,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(1S<0>).5d,2[2],5/2,,,L6925,
669.432,669.429+,400h,,,96858.18,111792.17,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,,L6925,
670.225,670.224+,80,,,114751.08,129667.35,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
674.427,674.431+,0,,,132741.15,147564.38,5s2.5p4.(1D<2>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).8s,2[2],3/2,,,L6991,
675.683,675.681+,0,,,139182.58,153978.37,5s2.5p4.(3P<2>).4f,2[3]*,5/2,5s2.5p4.(1D<2>).6d,2[3],7/2,,,L7270,
678.871,678.869+,100h,,,109563.14,124289.45,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
679.037,679.036+,80h,,,106906.12,121628.82,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
680.574,680.572+,1000,6.1e+06,,108423.07,123112.54,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,T8043,L6925,
691.022,691.022+,100,,,105947.55,120414.87,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
699.088,699.088+,2000,2.7e+07,,99404.99,113705.40,5s2.5p4.(3P<2>).5d,2[4],9/2,5s2.5p4.(3P<2>).6p,2[3]*,7/2,,T8043,L6925,
700.396,700.397+,50,,,106906.12,121179.80,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
701.706,701.705+,80,,,107381.74,121628.82,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
705.257,705.256+,3Hw,,,135507.32,149682.65,5s2.5p4.(3P<2>).6d,2[3],7/2,5s2.5p4.(3P<1>).4f,2[3]*,7/2,,,L6925,
707.243,707.243+,4Hw,,,135547.13,149682.65,5s2.5p4.(3P<2>).6d,2[2],5/2,5s2.5p4.(3P<1>).4f,2[3]*,7/2,,,L6925,
707.50,707.483+,2Hs,,,135060.97,149191.69,5s2.5p4.(1D<2>).5d,2[0],1/2,5s2.5p4.(1S<0>).6p,2[1]*,3/2,,,L6925,
708.215,708.215+,200,,,114751.08,128867.20,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
709.47,709.433+,1Hw,,,135708.32,149800.20,5s2.5p4.(3P<2>).6d,2[2],3/2,5s2.5p4.(3P<1>).4f,2[3]*,5/2,,,L6925,
710.08,710.057+,5h^,,,121628.82,135708.32,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).6d,2[2],3/2,,,L6925,
713.327,713.328+,10,,,113512.36,127527.30,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).5d,2[2],3/2,,,L6925,
714.750,714.742+,100H,,,136109.65,150096.85,5s2.5p4.(3P<2>).6d,2[4],9/2,5s2.5p4.(3P<2>).5f,2[5]*,11/2,,,L6925,
714.903,714.905+,300h,,,102799.07,116783.09,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
716.483,716.483+,800h,,,114913.98,128867.20,5s2.5p4.(1D<2>).5d,2[4],7/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
721.597,721.593+,20h,,,113672.89,127527.30,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).5d,2[2],3/2,,,L6925,
724.538,724.540+,2h,,,107381.74,121179.80,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
725.86,725.851+,2H*,,,124289.45,138062.59,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
725.86,725.854+,2H*,,,135507.32,149280.40,5s2.5p4.(3P<2>).6d,2[3],7/2,5s2.5p4.(3P<1>).4f,2[4]*,7/2,,,L6925,
727.975,727.958+,4Hws*,,,135547.13,149280.40,5s2.5p4.(3P<2>).6d,2[2],5/2,5s2.5p4.(3P<1>).4f,2[4]*,7/2,,,L6925,
727.975,727.995+,4Hws*,,,132207.76,145940.34,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
728.434,728.433+,100,,,107904.50,121628.82,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
730.180,730.181+,200,,,109563.14,123254.60,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
733.930,733.929+,300h,,,108007.28,121628.82,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
734.337,734.338+,30Hw,,,136597.81,150211.76,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(3P<2>).5f,2[5]*,9/2,,,L6925,
737.838,737.837+,30,,,109563.14,123112.54,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
740.05,740.057+,4h,,,106906.12,120414.87,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
741.014,741.003+,4Hw,,,124571.09,138062.59,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
745.80,745.803+,2H,,,135547.13,148951.80,5s2.5p4.(3P<2>).6d,2[2],5/2,5s2.5p4.(3P<1>).4f,2[2]*,5/2,,,L6925,
747.20,747.187+,1-,,,132207.76,145587.61,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[3],7/2,,,L6925,
749.536,749.536+,50,,,113672.89,127010.80,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).5d,2[1],1/2,,,L6925,
750.300,750.302+,3h,,,127010.80,140335.09,5s2.5p4.(1D<2>).5d,2[1],1/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
750.86,750.824+,1H*,,,123254.60,136569.63,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(1S<0>).5d,2[2],5/2,,,L6925,
750.86,750.875+,1H*,,,135060.97,148375.10,5s2.5p4.(1D<2>).5d,2[0],1/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
753.070,753.071+,50,,,107904.50,121179.80,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
754.845,754.844+,300,,,111326.96,124571.09,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
759.46,759.455+,1H,,,135060.97,148224.69,5s2.5p4.(1D<2>).5d,2[0],1/2,5s2.5p4.(1S<0>).6p,2[1]*,1/2,,,L6925,
761.857,761.854+,100,,,119085.49,132207.76,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
767.066,767.064+,200,,,107381.74,120414.87,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
771.242,771.244+,30,,,111326.96,124289.45,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
777.212,777.212+,20hl,,,148375.10,161238.07,5s2.5p4.(3P<1>).4f,2[2]*,3/2,5s2.5p4.(3P<1>).5g,2[3],5/2,,,L6925,
778.704,778.705+,100,,,119085.49,131923.79,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
780.58,780.560+,1,,,127527.30,140335.09,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
782.61,782.591+,2,,,120414.87,133189.42,5s2.5p4.(3P<0>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).7s,2[2],3/2,,,L6925,
786.27,786.270+,3,,,129667.35,142382.13,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
788.271,788.259+,20*,,,127527.30,140209.99,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
788.271,788.266+,20*,,,136597.81,149280.40,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(3P<1>).4f,2[4]*,7/2,,,L6925,
788.94,788.952+,50h,,,148585.89,161257.45,5s2.5p4.(3P<1>).4f,2[4]*,9/2,5s2.5p4.(3P<1>).5g,2[5],11/2,,,L6925,
789.26,789.249+,8h,,,135708.32,148375.10,5s2.5p4.(3P<2>).6d,2[2],3/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
789.77,789.774+,5Hs,,,127527.30,140185.67,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[1]*,1/2,,,L6925,
792.048,792.046+,10Hw,,,136569.63,149191.69,5s2.5p4.(1S<0>).5d,2[2],5/2,5s2.5p4.(1S<0>).6p,2[1]*,3/2,,,L6925,
797.64,797.642+,3Hw*,,,142929.90,155463.41,5s2.5p4.(3P<1>).7s,2[1],1/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
797.64,797.672+,3Hw*,,,104250.06,116783.09,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
798.799,798.795+,40,,,101157.48,113672.89,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<2>).6p,2[1]*,1/2,,,L6925,
799.15,799.117+,5H*,,,107904.50,120414.87,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
799.15,799.154+,5H*,,,111792.17,124301.96,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).5d,2[2],5/2,,,L6925,
800.195,800.188+,10hs,,,139005.27,151498.90,5s2.5p4.(3P<2>).4f,2[3]*,7/2,5s2.5p4.(3P<2>).5g,2[3],7/2,,,L6925,
800.58,800.570+,2,,,127010.80,139498.46,5s2.5p4.(1D<2>).5d,2[1],1/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
800.845,800.842+,300h,,,138967.87,151451.30,5s2.5p4.(3P<2>).4f,2[4]*,9/2,5s2.5p4.(3P<2>).5g,2[5],11/2,,,L6925,
801.426,801.421+,50hs,,,138967.87,151442.28,5s2.5p4.(3P<2>).4f,2[4]*,9/2,5s2.5p4.(3P<2>).5g,2[5],9/2,,,L6925,
802.007,802.006+,5,,,116783.09,129248.39,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1S<0>).6s,2[0],1/2,,,L6925,
803.164,803.164+,100h,,,139005.27,151452.61,5s2.5p4.(3P<2>).4f,2[3]*,7/2,5s2.5p4.(3P<2>).5g,2[4],9/2,,,L6925,
803.540,803.551+,20h,,,139005.27,151446.61,5s2.5p4.(3P<2>).4f,2[3]*,7/2,5s2.5p4.(3P<2>).5g,2[4],7/2,,,L6925,
803.826,803.831+,100h,,,139005.27,151442.28,5s2.5p4.(3P<2>).4f,2[3]*,7/2,5s2.5p4.(3P<2>).5g,2[5],9/2,,,L6925,
808.031,808.043+,50hs,,,139128.78,151500.96,5s2.5p4.(3P<2>).7p,2[2]*,5/2,5s2.5p4.(3P<2>).5g,2[3],5/2,,,L6925,
811.594,811.572+,50h*,,,139182.58,151500.96,5s2.5p4.(3P<2>).4f,2[3]*,5/2,5s2.5p4.(3P<2>).5g,2[3],5/2,,,L6925,
811.594,811.608+,50h*,,,139128.78,151446.61,5s2.5p4.(3P<2>).7p,2[2]*,5/2,5s2.5p4.(3P<2>).5g,2[4],7/2,,,L6925,
813.683,813.683+,30h,,,148951.80,161238.22,5s2.5p4.(3P<1>).4f,2[2]*,5/2,5s2.5p4.(3P<1>).5g,2[3],7/2,,,L6925,
814.26,814.248+,5H,,,111792.17,124070.06,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).5d,2[1],3/2,,,L6925,
815.180,815.169+,100,,,139182.58,151446.61,5s2.5p4.(3P<2>).4f,2[3]*,5/2,5s2.5p4.(3P<2>).5g,2[4],7/2,,,L6925,
821.485,821.485+,20,,,101535.67,113705.40,5s2.5p4.(3P<2>).5d,2[4],7/2,5s2.5p4.(3P<2>).6p,2[3]*,7/2,,,L6925,
826.273,826.260+,30h,,,147517.71,159617.11,5s2.5p4.(3P<0>).4f,2[3]*,5/2,5s2.5p4.(3P<0>).5g,2[4],7/2,,,L6925,
828.570,828.569+,15h,,,109563.14,121628.82,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
829.755,829.755+,100h,,,147569.10,159617.54,5s2.5p4.(3P<0>).4f,2[3]*,7/2,5s2.5p4.(3P<0>).5g,2[4],9/2,,,L6925,
831.62,831.582+,10Hw,,,135547.13,147569.10,5s2.5p4.(3P<2>).6d,2[2],5/2,5s2.5p4.(3P<0>).4f,2[3]*,7/2,,,L6925,
832.944,832.931+,30Hw,,,139498.46,151500.96,5s2.5p4.(3P<2>).4f,2[2]*,3/2,5s2.5p4.(3P<2>).5g,2[3],5/2,,,L6925,
833.91,833.933+,1,,,136597.81,148585.89,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(3P<1>).4f,2[4]*,9/2,,,L6925,
834.724,834.726+,100,,,101535.67,113512.36,5s2.5p4.(3P<2>).5d,2[4],7/2,5s2.5p4.(3P<2>).6p,2[3]*,5/2,,,L6925,
835.13,835.111+,3*,,,127527.30,139498.46,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
835.13,835.152+,3*,,,135547.13,147517.71,5s2.5p4.(3P<2>).6d,2[2],5/2,5s2.5p4.(3P<0>).4f,2[3]*,5/2,,,L6925,
837.83,837.824+,5h,,,132207.76,144140.16,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
846.57,846.551+,2h,,,135708.32,147517.71,5s2.5p4.(3P<2>).6d,2[2],3/2,5s2.5p4.(3P<0>).4f,2[3]*,5/2,,,L6925,
846.78,846.768+,1-,,,123254.60,135060.97,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).5d,2[0],1/2,,,L6925,
848.264,848.261+,5h,,,111326.96,123112.54,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
851.519,851.52+,50Hw,,,139782.0,151522.5,5s2.5p4.(3P<2>).4f,2[5]*,11/2,5s2.5p4.(3P<2>).5g,2[6],13/2,,,L6925,
856.51,856.50+,1h,,,149682.65,161354.8,5s2.5p4.(3P<1>).4f,2[3]*,7/2,5s2.5p4.(3P<1>).5g,2[4],9/2,,,L6925,
856.67,856.71+,2h,,,139782.0,151451.30,5s2.5p4.(3P<2>).4f,2[5]*,11/2,5s2.5p4.(3P<2>).5g,2[5],11/2,,,L6925,
858.40,858.410+,1,,,112924.84,124571.09,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
860.423,860.423+,50Hw,,,139903.63,151522.63,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<2>).5g,2[6],11/2,,,L6925,
862.894,862.888+,25h,,,112703.64,124289.45,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
871.619,871.618+,50h,,,105313.33,116783.09,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
875.214,875.216+,7H,,,140029.99,151452.61,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<2>).5g,2[4],9/2,,,L6925,
876.014,876.008+,6H,,,140029.99,151442.28,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<2>).5g,2[5],9/2,,,L6925,
878.588,878.588+,4Hw,,,140185.67,151564.44,5s2.5p4.(3P<2>).4f,2[1]*,1/2,5s2.5p4.(3P<2>).5g,2[2],3/2,,,L6925,
879.692,879.683+,2h,,,112924.84,124289.45,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
880.461,880.457+,30*,,,140209.99,151564.61,5s2.5p4.(3P<2>).4f,2[2]*,5/2,5s2.5p4.(3P<2>).5g,2[2],5/2,,,L6925,
880.461,880.459+,30*,,,120853.16,132207.76,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
885.574,885.582+,5H,,,140209.99,151498.90,5s2.5p4.(3P<2>).4f,2[2]*,5/2,5s2.5p4.(3P<2>).5g,2[3],7/2,,,L6925,
889.67,889.703+,1h-,,,140209.99,151446.61,5s2.5p4.(3P<2>).4f,2[2]*,5/2,5s2.5p4.(3P<2>).5g,2[4],7/2,,,L6925,
890.266,890.266+,5H,,,140335.09,151564.61,5s2.5p4.(3P<2>).4f,2[1]*,3/2,5s2.5p4.(3P<2>).5g,2[2],5/2,,,L6925,
901.78,901.734+,1,,,129248.39,140335.09,5s2.5p4.(1S<0>).6s,2[0],1/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
910.624,910.624+,1,,,119085.49,130063.96,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
919.38,919.388+,2h,,,102799.07,113672.89,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<2>).6p,2[1]*,1/2,,,L6925,
922.639,922.636+,7h,,,105947.55,116783.09,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
925.960,925.927+,1h,,,146305.54,157102.56,5s2.5p4.(3P<1>).6d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[3]*,7/2,,,L6925,
926.567,926.564+,10h,,,113512.36,124301.96,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).5d,2[2],5/2,,,L6925,
928.84,928.838+,5H,,,129248.39,140011.58,5s2.5p4.(1S<0>).6s,2[0],1/2,5s2.5p4.(3P<2>).7p,2[1]*,1/2,,,L6925,
930.477,930.479+,1h,,,116783.09,127527.30,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).5d,2[2],3/2,,,L6925,
933.167,933.164+,4h,,,102799.07,113512.36,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<2>).6p,2[3]*,5/2,,,L6925,
940.059,940.061+,15h,,,101157.48,111792.17,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,,L6925,
944.76,944.754+,1,,,119085.49,129667.35,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
947.523,947.521+,3h,,,112703.64,123254.60,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
959.135,959.133+,50h,,,101535.67,111958.89,5s2.5p4.(3P<2>).5d,2[4],7/2,5s2.5p4.(3P<2>).6p,2[2]*,5/2,,,L6925,
960.450,960.453+,7h,,,112703.64,123112.54,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
961.571,961.536+,4h,,,113672.89,124070.06,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).5d,2[1],3/2,,,L6925,
967.16,967.161+,1h-,,,149280.40,159617.11,5s2.5p4.(3P<1>).4f,2[4]*,7/2,5s2.5p4.(3P<0>).5g,2[4],7/2,,,L6925,
969.868,969.866+,50hl,,,106475.21,116783.09,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
977.48,977.468+,1h,,,116783.09,127010.80,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).5d,2[1],1/2,,,L6925,
983.78,983.779+,2h,,,138062.59,148224.69,5s2.5p4.(1S<0>).5d,2[2],3/2,5s2.5p4.(1S<0>).6p,2[1]*,1/2,,,L6925,
1022.08,1022.036+,3h,,,119085.49,128867.20,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
1091.431,1091.426+,,,,102799.07,111958.89,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<2>).6p,2[2]*,5/2,,,L7260,
1111.669,1111.659+,,,,102799.07,111792.17,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,,L7260,
