obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
230.30234,230.30241,0.00011,8,,,28377.585,71785.392,,,11/2,,,9/2,,,L11762,
230.32492,230.324940,0.000042,19,,,11301.024,54704.585,5d3.6s2,4F,5/2,,,5/2,,,L11762,
230.32912,230.329106,0.000016,51,,,16589.603,59992.379,,,7/2,,,5/2,,,L11762,
230.34148,230.34155,0.00011,6,,,27273.753,70674.184,,,7/2,,,7/2,,,L11762,
230.381893,230.381904,0.000006,164,7.16e+07,B,1518.829,44911.659,5d4.(5D).6s,6D,3/2,,,3/2,,T7162,L11762,
230.39344,230.393464,0.000478,2,,,15146.977,58537.630,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
230.40421,230.40430,0.00027,3,,,25672.099,69060.711,,,5/2,,,5/2,,,L11762,
230.44681,230.446833,0.000213,3,,,16553.087,59933.692,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
230.50402,230.50397,0.00006,11,,,23803.702,67173.555,,,7/2,,,5/2,,,L11762,
230.52155,230.521601,0.000069,11,,,19070.550,62437.086,,,9/2,,,9/2,,,L11762,
230.59117,230.59126,0.00011,5,,,26226.897,69580.334,,,5/2,,,7/2,,,L11762,
230.5970,230.59715,0.00106,5,,,19637.309,62989.639,,,5/2,,,5/2,,,L6520,
230.64103,230.640994,0.000106,6,,,16589.603,59933.692,,,7/2,,,7/2,,,L11762,
230.65045,230.65042,0.00011,6,,,18990.929,62333.247,,,3/2,,,5/2,,,L11762,
230.691853,230.691864,0.000011,66,,,13434.070,56768.602,,,5/2,,,7/2,,,L11762,
230.71808,230.71808,0.00021,4,,,25169.877,68499.486,,,3/2,,,3/2,,,L11762,
230.73916,230.73914,0.00032,3,,,18000.627,61326.281,,,7/2,,,7/2,,,L11762,
230.76554,230.76553,0.00003,27,,,19403.991,62724.690,,,1/2,,,3/2,,,L11762,
230.79252,230.79252,0.00006,11,,,22139.861,65455.496,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
230.9583,230.95769,0.00107,5,,,19276.431,62561.090,,,5/2,,,7/2,,,L6520,
230.98497,230.984975,0.000027,28,,,16589.603,59869.150,,,7/2,,,7/2,,,L11762,
231.01508,231.01508,0.00006,12,,,25169.877,68443.785,,,3/2,,,5/2,,,L11762,
231.02410,231.024148,0.000064,12,,,19442.466,62714.675,5d4.(3H).6s,4H,13/2,,,13/2,,,L11762,
231.08158,231.08153,0.00005,13,,,22194.031,65455.496,,,7/2,,,7/2,,,L11762,
231.08772,231.087725,0.000321,3,,,19070.550,62330.855,,,9/2,,,9/2,,,L11762,
231.11136,231.11138,0.00011,7,,,29341.426,72597.303,,,9/2,,,7/2,,,L11762,
231.11705,231.11706,0.00011,5,,,26226.897,69481.712,,,5/2,,,5/2,,,L11762,
231.27668,231.27674,0.00032,3,,,23803.702,67028.654,,,7/2,,,9/2,,,L11762,
231.2814,231.28035,0.00107,9,,,23046.724,66271.003,,,7/2,,,9/2,,,L6520,
231.2916,231.29028,0.00107,25,,,14634.336,57856.759,5d4.(5D).6s,4D,3/2,,,5/2,,,L6520,
231.36554,231.36569,0.00161,28bl,,,16234.715,59443.051,,,5/2,,,5/2,,,L11762,
231.46321,231.463286,0.000022,32p,,,15146.977,58337.096,5d4.(3H).6s,4H,7/2,,,5/2,,,L11762,
231.501813,231.501818,0.000011,122,,,3172.473,46355.404,5d4.(5D).6s,6D,5/2,,,5/2,,,L11762,
231.52412,231.524150,0.000107,7,,,13434.070,56612.836,,,5/2,,,7/2,,,L11762,
231.6258,231.62561,0.00107,5,,,22139.861,65299.715,5d4.(3F2).6s,4F,5/2,,,3/2,,,L6520,
231.75496,231.75492,0.00008,9,,,16234.715,59370.490,,,5/2,,,3/2,,,L11762,
231.77225,231.77215,0.00016,4,,,13411.939,56544.508,5d3.6s2,4F,7/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L11762,
231.78726,231.787139,0.000081,9,,,14857.160,57986.939,,,9/2,,,9/2,,,L11762,
231.89110,231.89114,0.00011,7,,,13434.070,56544.508,,,5/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L11762,
231.97764,231.97768,0.00011,7,,,23803.702,66898.059,,,7/2,,,7/2,,,L11762,
232.0171,232.01524,0.00108,9,,,19637.309,62724.690,,,5/2,,,3/2,,,L6520,
232.08289,232.08282,0.00011,7,,,11301.024,54375.859,5d3.6s2,4F,5/2,,,5/2,,,L11762,
232.10070,232.10068,0.00004,17,,,26929.008,70000.529,5d4.(1I).6s,2I,11/2,5d3.(2H).6s.(3H).6p,4H*,13/2,,,L11762,
232.1617,232.16195,0.00108,5,,,29341.426,72401.581,,,9/2,,,9/2,,,L6520,
232.18010,232.17995,0.00038,2,,,19276.431,62333.247,,,5/2,,,5/2,,,L11762,
232.2140,232.21365,0.00108,9d,,,19403.991,62454.559,,,1/2,,,3/2,,,L6520,
232.25639,232.25633,0.00022,3,,,24804.612,67847.271,,,7/2,,,9/2,,,L11762,
232.27093,232.27097,0.00005,15,,,14967.745,58007.690,,,5/2,,,3/2,,,L11762,
232.303328,232.303338,0.000011,95,,,6147.085,49181.034,5d4.(5D).6s,6D,9/2,,,9/2,,,L11762,
232.311221,232.311221,0.000011,66,,,28187.578,71220.067,5d4.(1I).6s,2I,13/2,5d4.(1I).6p,2I*,13/2,,,L11762,
232.41873,232.41872,0.00011,8,,,23803.702,66816.290,,,7/2,,,9/2,,,L11762,
232.42855,232.428713,0.000162,5,,,7420.261,50430.999,5d5,6S,5/2,,,3/2,,,L11762,
232.4707,232.47096,0.00108,5,,,3172.473,46175.395,5d4.(5D).6s,6D,5/2,,,7/2,,,L6520,
232.47752,232.477514,0.000065,12,,,13411.939,56413.649,5d3.6s2,4F,7/2,,,9/2,,,L11762,
232.48671,232.48674,0.00011,7,,,31446.928,74446.931,,,7/2,,,9/2,,,L11762,
232.608901,232.608901,0.000006,258,,,6147.085,49124.508,5d4.(5D).6s,6D,9/2,,,7/2,,,L11762,
232.75765,232.75766,0.00016,5,,,20039.682,62989.639,,,7/2,,,5/2,,,L11762,
232.82242,232.82223,0.00038,2,,,27273.753,70211.800,,,7/2,,,7/2,,,L11762,
232.83126,232.831255,0.000022,42,4.74e+07,B,1518.829,44455.212,5d4.(5D).6s,6D,3/2,5d3.(4F).6s.(5F).6p,6F*,1/2,,T7162,L11762,
232.96902,232.969053,0.000027,26,,,13173.337,56084.326,5d4.(5D).6s,4D,1/2,,,3/2,,,L11762,
233.08845,233.08843,0.00007,10,,,14967.745,57856.759,,,5/2,,,5/2,,,L11762,
233.17651,233.176403,0.000218,4,,,14857.160,57729.994,,,9/2,,,7/2,,,L11762,
233.18035,233.180434,0.000272,3,1.03e+06,B,7420.261,50292.354,5d5,6S,5/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
233.20578,233.20571,0.00011,6,,,28377.585,71245.032,,,11/2,,,9/2,,,L11762,
233.24124,233.24111,0.00027,3,,,23955.349,66816.290,,,11/2,,,9/2,,,L11762,
233.28193,233.28190,0.00006,12,,,16589.603,59443.051,,,7/2,,,5/2,,,L11762,
233.31316,233.313041,0.000054,14,,,10592.485,53440.213,,,3/2,,,1/2,,,L11762,
233.3186,233.32108,0.00109,15?,,,16553.087,59399.339,5d4.(3H).6s,4H,9/2,,,9/2,,,L6520,
233.3408,233.34161,0.00109,5,,,28377.585,71220.067,,,11/2,5d4.(1I).6p,2I*,13/2,,,L6520,
233.35532,233.355339,0.000109,9,,,15146.977,57986.939,5d4.(3H).6s,4H,7/2,,,9/2,,,L11762,
233.35943,233.35946,0.00007,11,,,29341.426,72180.632,,,9/2,,,11/2,,,L11762,
233.37711,233.377170,0.000163,86p,1.71e+07,B,1518.829,44354.784,5d4.(5D).6s,6D,3/2,,,5/2,,T7162,L11762,
233.3885,233.38884,0.00109,5,,,26226.897,69060.711,,,5/2,,,5/2,,,L6520,
233.40662,233.406542,0.000082,9,,,10592.485,53423.050,,,3/2,,,3/2,,,L11762,
233.4246,233.42386,0.00109,5,,,25672.099,68499.486,,,5/2,,,3/2,,,L6520,
233.4359,233.43498,0.00109,5,,,8711.274,51536.621,5d3.6s2,4F,3/2,,,1/2,,,L6520,
233.47917,233.47913,0.00022,4,,,19637.309,62454.559,,,5/2,,,3/2,,,L11762,
233.52013,233.520115,0.000038,20,,,16589.603,59399.339,,,7/2,,,9/2,,,L11762,
233.55468,233.55472,0.00011,5,,,25209.233,68012.627,,,9/2,,,11/2,,,L11762,
233.59319,233.59315,0.00011,8,,,22194.031,64990.383,,,7/2,,,5/2,,,L11762,
233.60245,233.60266,0.00033,2,,,30632.927,73427.537,,,9/2,,,7/2,,,L11762,
233.6189,233.61677,0.00109,9,,,23234.778,66026.803,,,9/2,,,7/2,,,L6520,
233.6477,233.64646,0.00109,15,,,28377.585,71164.174,,,11/2,,,11/2,,,L6520,
233.67151,233.671068,0.000437,44w,,,17436.932,60219.015,5d4.(3H).6s,4H,11/2,,,11/2,,,L11762,
233.77947,233.779458,0.000027,27,,,14967.745,57729.994,,,5/2,,,7/2,,,L11762,
233.81106,233.81109,0.00027,3,,,22139.861,64896.325,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
233.8568,233.85680,0.00109,3,,,23955.349,66703.457,,,11/2,,,11/2,,,L6520,
233.91608,233.916070,0.000022,36,,,10592.485,53329.762,,,3/2,,,3/2,,,L11762,
233.97175,233.97170,0.00011,8,,,19403.991,62131.107,,,1/2,,,1/2,,,L11762,
233.97330,233.973488,0.000110,5,,,8711.274,51438.064,5d3.6s2,4F,3/2,,,5/2,,,L11762,
233.98171,233.981731,0.000383,2,,,11301.024,54026.309,5d3.6s2,4F,5/2,,,5/2,,,L11762,
233.99004,233.990045,0.000038,19,,,16553.087,59276.854,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
234.06666,234.06667,0.00008,9,,,15146.977,57856.759,5d4.(3H).6s,4H,7/2,,,5/2,,,L11762,
234.09892,234.09895,0.00022,3,,,8832.728,51536.621,,,1/2,,,1/2,,,L11762,
234.10762,234.10772,0.00003,26,,,22194.031,64896.325,,,7/2,,,7/2,,,L11762,
234.136785,234.136791,0.000011,117,,,4716.278,47413.270,5d4.(5D).6s,6D,7/2,,,5/2,,,L11762,
234.14259,234.14257,0.00004,16,,,19637.309,62333.247,,,5/2,,,5/2,,,L11762,
234.15250,234.15277,0.00038,2,,,23450.418,66144.496,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
234.19023,234.190224,0.000060,12,,,16589.603,59276.854,,,7/2,,,7/2,,,L11762,
234.31618,234.31615,0.00011,8,,,22139.861,64804.173,5d4.(3F2).6s,4F,5/2,,,3/2,,,L11762,
234.34652,234.346517,0.000017,54,,,26929.008,69587.792,5d4.(1I).6s,2I,11/2,,,11/2,,,L11762,
234.349654,234.349659,0.000011,109,,,28187.578,70845.790,5d4.(1I).6s,2I,13/2,5d3.(2H).6s.(3H).6p,4I*,15/2,,,L11762,
234.3620,234.36229,0.00110,5,,,18000.627,60656.540,,,7/2,,,5/2,,,L6520,
234.48610,234.48611,0.00007,12,,,30632.927,73266.317,,,9/2,,,11/2,,,L11762,
234.57174,234.571887,0.000385,2,,,14634.336,57252.138,5d4.(5D).6s,4D,3/2,,,5/2,,,L11762,
234.63864,234.63864,0.00028,3,,,31100.286,73705.965,5d5,2I,11/2,,,9/2,,,L11762,
234.68511,234.68510,0.00008,13,,,23046.724,65643.968,,,7/2,,,7/2,,,L11762,
234.76347,234.763519,0.000165,4,,,15146.977,57729.994,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
234.80012,234.80009,0.00004,16,,,23450.418,66026.803,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
234.80259,234.80263,0.00022,3,,,18990.929,61566.854,,,3/2,,,5/2,,,L11762,
234.925033,234.925033,0.000011,65,,,20534.191,63087.934,,,11/2,,,13/2,,,L11762,
234.98347,234.98351,0.00006,16,,,8711.274,51254.429,5d3.6s2,4F,3/2,,,3/2,,,L11762,
235.03548,235.03546,0.00003,26,,,20455.888,62989.639,5d4.(3F2).6s,4F,3/2,,,5/2,,,L11762,
235.08449,235.08447,0.00017,5,,,28377.585,70902.470,,,11/2,,,9/2,,,L11762,
235.10372,235.103694,0.000072,10,,,20039.682,62561.090,,,7/2,,,7/2,,,L11762,
235.10590,235.105685,0.000332,2,,,10592.485,53113.533,,,3/2,,,5/2,,,L11762,
235.14839,235.14839,0.00004,19,,,16234.715,58748.042,,,5/2,,,3/2,,,L11762,
235.29171,235.29172,0.00004,18,,,22502.951,64990.383,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
235.29913,235.29909,0.00005,14,,,20780.358,63266.459,,,9/2,,,7/2,,,L11762,
235.33233,235.332336,0.000022,32,,,19070.550,61550.649,,,9/2,,,7/2,,,L11762,
235.36557,235.365549,0.000067,11,,,18000.627,60474.732,,,7/2,,,5/2,,,L11762,
235.4004,235.40326,0.00111,5?,,,23803.702,66271.003,,,7/2,,,9/2,,,L6520,
235.49864,235.498723,0.000222,3,,,23234.778,65684.866,,,9/2,,,11/2,,,L11762,
235.64550,235.64572,0.00022,3bl,,,18000.627,60424.237,,,7/2,,,7/2,,,L11762,
235.72582,235.72585,0.00006,11,,,23234.778,65643.968,,,9/2,,,7/2,,,L11762,
235.7922,235.79138,0.00111,3,,,20039.682,62437.086,,,7/2,,,9/2,,,L6520,
235.88167,235.881659,0.000017,61,2.53e+07,B,3172.473,45553.652,5d4.(5D).6s,6D,5/2,,,3/2,,T7162,L11762,
235.94976,235.94979,0.00011,8,,,24804.612,67173.555,,,7/2,,,5/2,,,L11762,
236.11871,236.118593,0.000061,13,,,16553.087,58891.742,5d4.(3H).6s,4H,9/2,,,11/2,,,L11762,
236.21045,236.21043,0.00004,22,,,22194.031,64516.226,,,7/2,,,9/2,,,L11762,
236.24699,236.246948,0.000056,14,,,23955.349,66271.003,,,11/2,,,9/2,,,L11762,
236.25221,236.25173,0.00223,3w,,,13173.337,55488.134,5d4.(5D).6s,4D,1/2,5d3.(4P).6s.(5P).6p,6P*,3/2,,,L11762,
236.31787,236.318096,0.000112,6,,,16234.715,58537.630,,,5/2,,,7/2,,,L11762,
236.32752,236.32756,0.00006,12,,,22502.951,64804.173,5d4.(3D).6s,4D,3/2,,,3/2,,,L11762,
236.34550,236.345508,0.000022,40,,,14634.336,56932.345,5d4.(5D).6s,4D,3/2,,,3/2,,,L11762,
236.3711,236.37034,0.00112,3,,,20039.682,62333.247,,,7/2,,,5/2,,,L6520,
236.38790,236.38791,0.00011,7,,,19276.431,61566.854,,,5/2,,,5/2,,,L11762,
236.390110,236.390115,0.000011,61,,,19070.550,61360.578,,,9/2,,,9/2,,,L11762,
236.421620,236.421620,0.000006,134,,,14967.745,57252.138,,,5/2,,,5/2,,,L11762,
236.45680,236.456819,0.000224,5,,,18000.627,60278.726,,,7/2,,,9/2,,,L11762,
236.48768,236.48764,0.00022,3,,,26226.897,68499.486,,,5/2,,,3/2,,,L11762,
236.49767,236.49775,0.00017,4,,,28631.688,70902.470,,,7/2,,,9/2,,,L11762,
236.58187,236.58200,0.00011,8,,,19070.550,61326.281,,,9/2,,,7/2,,,L11762,
236.66649,236.666487,0.000112,8,,,14634.336,56874.983,5d4.(5D).6s,4D,3/2,,,5/2,,,L11762,
236.7111,236.71314,0.00112,25bl,,,14857.160,57089.482,,,9/2,,,9/2,,,L6520,
236.77820,236.77821,0.00005,14,,,23234.778,65455.496,,,9/2,,,7/2,,,L11762,
236.8013,236.79968,0.00112,3*,,,22139.861,64356.750,5d4.(3F2).6s,4F,5/2,,,7/2,,,L6520,
236.8013,236.79969,0.00112,3*,,,26226.897,68443.785,,,5/2,,,5/2,,,L6520,
236.83539,236.835378,0.000028,30,,,10592.485,52803.012,,,3/2,,,3/2,,,L11762,
236.93043,236.93068,0.00022,3,,,23450.418,65643.968,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
236.97237,236.97221,0.00011,6,,,20780.358,62966.514,,,9/2,,,11/2,,,L11762,
236.974917,236.974923,0.000012,62,,,6147.085,48332.758,5d4.(5D).6s,6D,9/2,5d3.(4F).6s.(5F).6p,6G*,11/2,,,L11762,
236.99551,236.99574,0.00004,18*,,,20534.191,62716.159,,,11/2,5d3.(4P).6s.(5P).6p,6D*,9/2,,,L11762,
236.99551,236.99576,0.00004,18*,,,24991.591,67173.555,,,3/2,,,5/2,,,L11762,
237.004077,237.004077,0.000006,177,,,20534.191,62714.675,,,11/2,,,13/2,,,L11762,
237.02488,237.02497,0.00011,5,,,26929.008,69105.775,5d4.(1I).6s,2I,11/2,,,9/2,,,L11762,
237.06153,237.061526,0.000039,37*,,,19070.550,61240.813,,,9/2,,,11/2,,,L11762,
237.06153,237.06158,0.00004,37*,,,22139.861,64310.114,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
237.10393,237.10395,0.00017,5,,,22194.031,64356.750,,,7/2,,,7/2,,,L11762,
237.12037,237.120352,0.000079,9,,,19442.466,61602.268,5d4.(3H).6s,4H,13/2,,,13/2,,,L11762,
237.19245,237.192433,0.000028,29,,,19442.466,61589.457,5d4.(3H).6s,4H,13/2,,,11/2,,,L11762,
237.25756,237.25755,0.00004,20,,,26226.897,68362.322,,,5/2,,,7/2,,,L11762,
237.26064,237.260627,0.000028,30,,,16553.087,58687.965,5d4.(3H).6s,4H,9/2,,,9/2,,,L11762,
237.34454,237.34438,0.00023,4,,,16589.603,58709.614,,,7/2,,,7/2,,,L11762,
237.36670,237.36652,0.00023,3,,,22194.031,64310.114,,,7/2,,,5/2,,,L11762,
237.42311,237.42305,0.00017,5,,,26929.008,69035.063,5d4.(1I).6s,2I,11/2,5d3.(2H).6s.(3H).6p,4I*,13/2,,,L11762,
237.44378,237.443773,0.000017,52,,,16234.715,58337.096,,,5/2,,,5/2,,,L11762,
237.46642,237.466443,0.000169,4,,,16589.603,58687.965,,,7/2,,,9/2,,,L11762,
237.49419,237.49417,0.00017,5,,,24804.612,66898.059,,,7/2,,,7/2,,,L11762,
237.50364,237.503646,0.000023,35,,,23234.778,65326.546,,,9/2,,,11/2,,,L11762,
237.71660,237.71660,0.00003,20,,,13434.070,55488.134,,,5/2,5d3.(4P).6s.(5P).6p,6P*,3/2,,,L11762,
237.74041,237.74042,0.00011,7,,,19276.431,61326.281,,,5/2,,,7/2,,,L11762,
237.81280,237.812815,0.000023,34,,,11301.024,53338.075,5d3.6s2,4F,5/2,,,7/2,,,L11762,
237.85990,237.859856,0.000045,20,,,11301.024,53329.762,5d3.6s2,4F,5/2,,,3/2,,,L11762,
237.9463,237.94583,0.00113,3,,,22194.031,64207.585,,,7/2,,,9/2,,,L6520,
237.95645,237.95645,0.00006,13,,,24804.612,66816.290,,,7/2,,,9/2,,,L11762,
238.00195,238.00178,0.00023,4,,,25169.877,67173.555,,,3/2,,,5/2,,,L11762,
238.01536,238.01536,0.00006,13,,,10592.485,52593.766,,,3/2,,,1/2,,,L11762,
238.03013,238.03015,0.00011,9,,,20455.888,62454.559,5d4.(3F2).6s,4F,3/2,,,3/2,,,L11762,
238.06939,238.069378,0.000113,6,,,18000.627,59992.379,,,7/2,,,5/2,,,L11762,
238.10599,238.105972,0.000113,6,,,19070.550,61055.849,,,9/2,,,9/2,,,L11762,
238.11026,238.110259,0.000068,11,,,16553.087,58537.630,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
238.13314,238.133153,0.000062,13,,,13411.939,55392.446,5d3.6s2,4F,7/2,,,9/2,,,L11762,
238.14015,238.14024,0.00011,8,,,30618.045,72597.303,,,5/2,,,7/2,,,L11762,
238.17697,238.17702,0.00011,6,,,26526.710,68499.486,5d5,4P,1/2,,,3/2,,,L11762,
238.22352,238.223426,0.000114,6,,,14967.745,56932.345,,,5/2,,,3/2,,,L11762,
238.23590,238.235877,0.000023,34,,,17436.932,59399.339,5d4.(3H).6s,4H,11/2,,,9/2,,,L11762,
238.26901,238.269035,0.000023,31,,,23046.724,65003.292,,,7/2,,,9/2,,,L11762,
238.34243,238.34237,0.00034,3,,,23046.724,64990.383,,,7/2,,,5/2,,,L11762,
238.34893,238.348931,0.000171,5,,,15146.977,57089.482,5d4.(3H).6s,4H,7/2,,,9/2,,,L11762,
238.40255,238.402592,0.000068,10,,,18000.627,59933.692,,,7/2,,,7/2,,,L11762,
238.48148,238.48128,0.00057,60p,,,31347.087,73266.317,5d5,2I,13/2,,,11/2,,,L11762,
238.51481,238.51480,0.00040,2,,,19637.309,61550.649,,,5/2,,,7/2,,,L11762,
238.52563,238.525599,0.000017,41,,,14857.160,56768.602,,,9/2,,,7/2,,,L11762,
238.53307,238.53283,0.00028,19*,,,14634.336,56544.508,5d4.(5D).6s,4D,3/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L11762,
238.53307,238.53327,0.00028,19*,,,18990.929,60901.023,,,3/2,,,5/2,,,L11762,
238.54953,238.549529,0.000023,35,,,14967.745,56874.983,,,5/2,,,5/2,,,L11762,
238.57428,238.574255,0.000051,14,,,20534.191,62437.086,,,11/2,,,9/2,,,L11762,
238.64399,238.64400,0.00005,14,,,22139.861,64030.511,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
238.65483,238.65481,0.00046,2,,,31538.785,73427.537,,,5/2,,,7/2,,,L11762,
238.76995,238.770128,0.000171,5,,,18000.627,59869.150,,,7/2,,,7/2,,,L11762,
238.85272,238.85272,0.00006,12,,,26158.581,68012.627,5d5,4G,9/2,,,11/2,,,L11762,
238.87807,238.87810,0.00017,5,,,23046.724,64896.325,,,7/2,,,7/2,,,L11762,
238.87982,238.87983,0.00011,8,,,23450.418,65299.715,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
238.92588,238.92588,0.00006,11,,,19276.431,61117.662,,,5/2,,,3/2,,,L11762,
238.97846,238.97849,0.00003,24,,,27273.753,69105.775,,,7/2,,,9/2,,,L11762,
239.03149,239.03148,0.00011,9,,,29341.426,71164.174,,,9/2,,,11/2,,,L11762,
239.037010,239.037010,0.000012,110,6.69e+07,B,7420.261,49242.042,5d5,6S,5/2,,,5/2,,T7162,L11762,
239.05052,239.05050,0.00011,7,,,25209.233,67028.654,,,9/2,,,9/2,,,L11762,
239.08749,239.087494,0.000017,42,,,28187.578,70000.529,5d4.(1I).6s,2I,13/2,5d3.(2H).6s.(3H).6p,4H*,13/2,,,L11762,
239.12060,239.12060,0.00011,7,,,22502.951,64310.114,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
239.12925,239.12922,0.00006,12,,,26929.008,68734.663,5d4.(1I).6s,2I,11/2,,,9/2,,,L11762,
239.15667,239.156673,0.000401,2,,,14967.745,56768.602,,,5/2,,,7/2,,,L11762,
239.17109,239.171036,0.000063,12,,,19442.466,61240.813,5d4.(3H).6s,4H,13/2,,,11/2,,,L11762,
239.292814,239.292809,0.000006,231,2.28e+07,B,4716.278,46493.356,5d4.(5D).6s,6D,7/2,5d3.(4F).6s.(5F).6p,6G*,9/2,,T7162,L11762,
239.31631,239.31631,0.00003,29,,,16234.715,58007.690,,,5/2,,,3/2,,,L11762,
239.34208,239.341876,0.000115,9p,,,23234.778,65003.292,,,9/2,,,9/2,,,L11762,
239.3754,239.37483,0.00115,5bl,,,10592.485,52355.250,,,3/2,5d4.(5D).6p,4D*,1/2,,,L6520,
239.41547,239.415469,0.000017,52,,,14857.160,56612.836,,,9/2,,,7/2,,,L11762,
239.44546,239.445433,0.000052,15,,,13411.939,55162.390,5d3.6s2,4F,7/2,,,5/2,,,L11762,
239.46226,239.462400,0.000115,7,,,16589.603,58337.096,,,7/2,,,5/2,,,L11762,
239.50306,239.50307,0.00008,9,,,22139.861,63880.265,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
239.51009,239.510062,0.000057,14,5.83e+06,B,3172.473,44911.659,5d4.(5D).6s,6D,5/2,,,3/2,,T7162,L11762,
239.5385,239.53757,0.00115,3,,,23234.778,64969.172,,,9/2,,,11/2,,,L6520,
239.56556,239.565563,0.000115,9,,,23955.349,65684.866,,,11/2,,,11/2,,,L11762,
239.57243,239.572435,0.000023,37,,,13434.070,55162.390,,,5/2,,,5/2,,,L11762,
239.62194,239.621795,0.000747,18bl*,,,8711.274,50430.999,5d3.6s2,4F,3/2,,,3/2,,,L11762,
239.62194,239.62279,0.00075,18bl*,,,22535.610,64255.162,,,1/2,,,3/2,,,L11762,
239.707936,239.707924,0.000006,294,5.24e+07,B,3172.473,44877.209,5d4.(5D).6s,6D,5/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
239.710729,239.710735,0.000006,421,,,7420.261,49124.508,5d5,6S,5/2,,,7/2,,,L11762,
239.79840,239.79857,0.00115,44bl,,,19637.309,61326.281,,,5/2,,,7/2,,,L11762,
239.81430,239.81432,0.00005,14,,,22194.031,63880.265,,,7/2,,,5/2,,,L11762,
239.86569,239.86568,0.00017,4,,,23803.702,65481.012,,,7/2,5d3.(4P).6s.(5P).6p,6S*,5/2,,,L11762,
239.93306,239.93303,0.00003,25,,,18990.929,60656.540,,,3/2,,,5/2,,,L11762,
239.9557,239.95644,0.00115,9d,,,23234.778,64896.325,,,9/2,,,7/2,,,L6520,
240.01246,240.01263,0.00012,7,,,23803.702,65455.496,,,7/2,,,7/2,,,L11762,
240.03232,240.03230,0.00017,5,,,22139.861,63788.242,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
240.05124,240.051266,0.000040,19,,,14967.745,56612.836,,,5/2,,,7/2,,,L11762,
240.18420,240.18420,0.00007,11,,,16234.715,57856.759,,,5/2,,,5/2,,,L11762,
240.18663,240.186615,0.000069,11,,,15146.977,56768.602,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
240.24798,240.24799,0.00009,9,,,13411.939,55022.932,5d3.6s2,4F,7/2,,,7/2,,,L11762,
240.30700,240.30703,0.00007,12,,,11301.024,52901.794,5d3.6s2,4F,5/2,,,7/2,,,L11762,
240.32147,240.321471,0.000029,29,,,8832.728,50430.999,,,1/2,,,3/2,,,L11762,
240.34491,240.34493,0.00005,15,,,22194.031,63788.242,,,7/2,,,7/2,,,L11762,
240.4190,240.42084,0.00116,5d,1.55e+06,B,8711.274,50292.354,5d3.6s2,4F,3/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L6520,
240.42643,240.42643,0.00003,25,,,28631.688,70211.800,,,7/2,,,7/2,,,L11762,
240.4463,240.44580,0.00116,3,,,14967.745,56544.508,,,5/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L6520,
240.52720,240.527291,0.000052,16,8.65e+06,B,7420.261,48982.939,5d5,6S,5/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
240.53674,240.53675,0.00007,10,,,29341.426,70902.470,,,9/2,,,9/2,,,L11762,
240.56303,240.563115,0.000174,4,,,14857.160,56413.649,,,9/2,,,9/2,,,L11762,
240.59766,240.597809,0.000174,5,,,20780.358,62330.855,,,9/2,,,9/2,,,L11762,
240.77797,240.777973,0.000029,27,,,14857.160,56376.569,,,9/2,,,11/2,,,L11762,
240.82695,240.82694,0.00004,20,,,20039.682,61550.649,,,7/2,,,7/2,,,L11762,
240.91797,240.917999,0.000116,7,,,16234.715,57729.994,,,5/2,,,7/2,,,L11762,
240.92178,240.92180,0.00003,23,,,10592.485,52087.110,,,3/2,,,5/2,,,L11762,
240.92407,240.92412,0.00012,7,,,25209.233,66703.457,,,9/2,,,11/2,,,L11762,
241.00470,241.00470,0.00023,3,,,19637.309,61117.662,,,5/2,,,3/2,,,L11762,
