Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Reference
5p5.(2P*<3/2>).18f,2[3/2],2,5,,97493.5,,,,L10346
5p5.(2P*<3/2>).18f,2[5/2],2,5,,97494.3,,,,L10346
5p5.(2P*<3/2>).19f,2[3/2],1,3,,97528.1,,,,L5272
5p5.(2P*<3/2>).19f,2[3/2],2,5,,97528.5,,,,L10346
5p5.(2P*<3/2>).19f,2[5/2],2,5,,97529.2,,,,L10346
5p5.(2P*<3/2>).20f,2[3/2],1,3,,97557.9,,,,L5272
Xe II (5s2.5p5 2P*<3/2>),Limit,---,,,97833.787,,0.012,,"L12013,L9794,L6426"
5p5.(2P*<1/2>).7p,2[3/2],1,3,,98855.0,,,,L5272
5p5.(2P*<1/2>).7p,2[3/2],2,5,,99068.4,,,,L5272
5p5.(2P*<1/2>).7p,2[1/2],1,3,,99052.8,,,,L5272
5p5.(2P*<1/2>).6d,2[3/2]*,1,3,,100418.,,,,L3466
5p5.(2P*<1/2>).4f,2[7/2],3,7,,101424.8,,,,L4103
5p5.(2P*<1/2>).4f,2[7/2],4,9,,101424.8,,,,L4103
5p5.(2P*<1/2>).4f,2[5/2],3,7,,101424.8,,,,L4103
5p5.(2P*<1/2>).4f,2[5/2],2,5,,101429.3,,,,L4103
5p5.(2P*<1/2>).8s,2[1/2]*,1,3,,101426.,,,,L3466
5p5.(2P*<1/2>).7d,2[3/2]*,1,3,,103419.,,,,L3466
5p5.(2P*<1/2>).5f,2[7/2],3,7,,103928.2,,,,L4103
5p5.(2P*<1/2>).5f,2[7/2],4,9,,103928.2,,,,L4103
5p5.(2P*<1/2>).5f,2[5/2],3,7,,103928.2,,,,L4103
5p5.(2P*<1/2>).5f,2[5/2],2,5,,103931.4,,,,L4103
5p5.(2P*<1/2>).9s,2[1/2]*,1,3,,103954.,,,,L3466
5p5.(2P*<1/2>).8d,2[3/2]*,1,3,,105013.,,,,L6449
5p5.(2P*<1/2>).6f,2[5/2],2,5,,105288.2,,,,L4103
5p5.(2P*<1/2>).6f,2[5/2],3,7,,105288.2,,,,L4103
5p5.(2P*<1/2>).6f,2[7/2],3,7,,105288.2,,,,L4103
5p5.(2P*<1/2>).6f,2[7/2],4,9,,105288.2,,,,L4103
5p5.(2P*<1/2>).10s,2[1/2]*,1,3,,105303.7,,,,L6449
5p5.(2P*<1/2>).9d,2[3/2]*,1,3,,105941.,,,,L6449
5p5.(2P*<1/2>).7f,2[7/2],3,7,,106107.8,,,,L4103
5p5.(2P*<1/2>).7f,2[7/2],4,9,,106107.8,,,,L4103
5p5.(2P*<1/2>).7f,2[5/2],3,7,,106107.8,,,,L4103
5p5.(2P*<1/2>).7f,2[5/2],2,5,,106107.8,,,,L4103
5p5.(2P*<1/2>).11s,2[1/2]*,1,3,,106120.8,,,,L6449
5p5.(2P*<1/2>).10d,2[3/2]*,1,3,,106528.,,,,L6449
5p5.(2P*<1/2>).8f,2[5/2],2,5,,106639.1,,,,L4103
5p5.(2P*<1/2>).8f,2[5/2],3,7,,106639.1,,,,L4103
5p5.(2P*<1/2>).8f,2[7/2],3,7,,106639.1,,,,L4103
5p5.(2P*<1/2>).8f,2[7/2],4,9,,106639.1,,,,L4103
5p5.(2P*<1/2>).12s,2[1/2]*,1,3,,106649.6,,,,L6449
5p5.(2P*<1/2>).11d,2[3/2]*,1,3,,106929.,,,,L6449
5p5.(2P*<1/2>).13s,2[1/2]*,1,3,,107011.7,,,,L6449
5p5.(2P*<1/2>).12d,2[3/2]*,1,3,,107209.,,,,L6449
5p5.(2P*<1/2>).14s,2[1/2]*,1,3,,107270.5,,,,L6449
5p5.(2P*<1/2>).13d,2[3/2]*,1,3,,107415.,,,,L6449
5p5.(2P*<1/2>).15s,2[1/2]*,1,3,,107461.7,,,,L6449
5p5.(2P*<1/2>).14d,2[3/2]*,1,3,,107571.5,,,,L6449
5p5.(2P*<1/2>).16s,2[1/2]*,1,3,,107607.2,,,,L6449
5p5.(2P*<1/2>).15d,2[3/2]*,1,3,,107692.4,,,,L6449
5p5.(2P*<1/2>).17s,2[1/2]*,1,3,,107720.2,,,,L6449
5p5.(2P*<1/2>).16d,2[3/2]*,1,3,,107787.6,,,,L6449
5p5.(2P*<1/2>).18s,2[1/2]*,1,3,,107810.0,,,,L6449
5p5.(2P*<1/2>).17d,2[3/2]*,1,3,,107864.2,,,,L6449
5p5.(2P*<1/2>).19s,2[1/2]*,1,3,,107882.3,,,,L6449
5p5.(2P*<1/2>).18d,2[3/2]*,1,3,,107926.5,,,,L6449
5p5.(2P*<1/2>).20s,2[1/2]*,1,3,,107941.5,,,,L6449
5p5.(2P*<1/2>).19d,2[3/2]*,1,3,,107978.1,,,,L6449
5p5.(2P*<1/2>).20d,2[3/2]*,1,3,,108021.3,,,,L6449
Xe II (5s2.5p5 2P*<1/2>),Limit,---,,,108370.80,,,,
5s.5p6.(2S*<1/2>).6p,*,1,3,,168985.,,,,L1526
5s.5p6.(2S*<1/2>).7p,*,1,3,,179266.,,,,L1526
5p4.(3P).6s.(4P<5/2>).7p,*,1,3,,181567.,,,,L1526
5s.5p6.(2S*<1/2>).8p,*,1,3,,183123.,,,,L1526
5p4.(3P).6s.(4P<3/2>).7p,*,1,3,,183763.,,,,L1526
5s.5p6.(2S*<1/2>).9p,*,1,3,,185000.,,,,L1526
5p4.(3P).6s.(4P<5/2>).8p,*,1,3,,185415.,,,,L1526
5s.5p6.(2S*<1/2>).10p,*,1,3,,186060.,,,,L1526
5s.5p6.(2S*<1/2>).11p,*,1,3,,186724.,,,,L1526
5p4.(3P).6s.(4P<5/2>).9p,*,1,3,,187063.,,,,L1526
5s.5p6.(2S*<1/2>).12p,*,1,3,,187171.,,,,L1526
5s.5p6.(2S*<1/2>).13p,*,1,3,,187498.,,,,L1526
5p4.(3P).6s.(4P<3/2>).8p,*,1,3,,187498.,,,,L1526
5s.5p6.(2S*<1/2>).14p,*,1,3,,187702.,,,,L1526
5p4.(3P).6s.(4P<5/2>).10p,*,1,3,,188193.,,,,L1526
5s.5p6.(2S*<1/2>).19p,*,1,3,,188249.,,,,L1526
5s.5p6.(2S*<1/2>).21p,*,1,3,,188349.,,,,L1526
5s.5p6.(2S*<1/2>).22p,*,1,3,,188384.,,,,L1526
5s.5p6.(2S*<1/2>).23p,*,1,3,,188416.,,,,L1526
5p4.(3P).6s.(4P<5/2>).11p,*,1,3,,188914.,,,,L1526
5p4.(3P).6s.(4P<3/2>).9p,*,1,3,,189243.,,,,L1526
5p4.(3P).6s.(4P<5/2>).12p,*,1,3,,189376.,,,,L1526
5p4.(3P).6s.(4P<3/2>).10p,*,1,3,,190197.,,,,L1526
5p4.(3P).6p.(4D*<3/2>).10d,*,1,3,,212558.,,,,L1526
5p4.(3P).6p.(4D*<3/2>).11d,*,1,3,,213038.,,,,L1526
5p4.(3P).6p.(4D*<3/2>).12d,*,1,3,,213370.,,,,L1526
5p4.(3P).6p.(4D*<3/2>).13d,*,1,3,,213607.,,,,L1526
5p4.(3P).6p.(4S*<3/2>).9d,*,1,3,,216920.,,,,L1526
5p4.(3P).6p.(4S*<3/2>).10d,*,1,3,,217543.,,,,L1526
5p4.(3P).6p.(4S*<3/2>).11d,*,1,3,,218041.,,,,L1526
5p4.(3P).6p.(4S*<3/2>).12d,*,1,3,,218322.,,,,L1526
5p4.(1S).5d.(2D<3/2>).11p,*,1,3,,220099.,,,,L1526
5p4.(1S).5d.(2D<3/2>).12p,*,1,3,,220546.,,,,L1526
5p4.(1S).5d.(2D<3/2>).13p,*,1,3,,221068.,,,,L1526
5p4.(1D).6p.(2F*<7/2>).8d,*,1,3,,224411.,,,,L1526
5p4.(1D).6p.(2F*<7/2>).9d,*,1,3,,225362.,,,,L1526
5p4.(1D).6p.(2F*<7/2>).10d,*,1,3,,226035.,,,,L1526
5p4.(1D).6p.(2F*<7/2>).11d,*,1,3,,226521.,,,,L1526
5p4.(1D).6p.(2F*<7/2>).12d,*,1,3,,226752.,,,,L1526
5p4.(1D).6p.(2F*<7/2>).13d,*,1,3,,226968.,,,,L1526
5p4.(1D).6p.(2F*<7/2>).14d,*,1,3,,227102.,,,,L1526
5p4.(3P).7s.(4P<1/2>).10p,*,1,3,,230234.,,,,L1526
5p4.(3P).7s.(4P<1/2>).11p,*,1,3,,230787.,,,,L1526
5p4.(3P).7s.(4P<1/2>).12p,*,1,3,,231315.,,,,L1526
5p4.(3P).7s.(4P<1/2>).13p,*,1,3,,231723.,,,,L1526
5p4.(3P).7s.(4P<1/2>).14p,*,1,3,,231879.,,,,L1526
5p4.(3P).7s.(4P<1/2>).15p,*,1,3,,232072.,,,,L1526
5p4.(3P).7s.(4P<1/2>).16p,*,1,3,,232218.,,,,L1526
5p4.(3P).7s.(4P<1/2>).17p,*,1,3,,232315.,,,,L1526
5p4.(3P).7s.(4P<1/2>).18p,*,1,3,,232391.,,,,L1526
