obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""207.62963""","=""0.00020""","=""207.62963""","=""0.00013""","=""190""","=""""",,"=""54373.519""","=""102520.85""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.(2G).6s.6p.(3P*)""","=""102520*""","=""7/2""",,"=""""","=""L11529""",
"=""207.94899""","=""0.00020""","=""207.94905""","=""0.00006""","=""470""","=""7.e+06""",D+,"=""23875.570""","=""71948.954""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.(4F).6s.6p.(3P*)""","=""71948*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""207.96934""","=""0.00020""","=""207.96926""","=""0.00005""","=""370""","=""""",,"=""57018.176""","=""105086.890""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""207.97676""","=""0.00020""","=""207.97677""","=""0.00006""","=""570""","=""1.4e+07""",D+,"=""21168.729""","=""69235.707""","=""5d8.6s""","=""4F""","=""3/2""","=""5d8.(3P).6p""","=""(1,1/2)*""","=""1/2""",,"=""T8261""","=""L10146""",
"=""208.07324""","=""0.00020""","=""208.07321""","=""0.00006""","=""320""","=""""",,"=""64388.657""","=""112433.359""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3P).7s""","=""(1,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""208.08762""","=""0.00020""","=""208.08745""","=""0.00013""","=""310""","=""""",,"=""54373.519""","=""102414.933""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""102414*""","=""5/2""",,"=""""","=""L11529""",
"=""208.2201""","=""0.0020""","=""208.22053""","=""0.00009""","=""60""","=""""",,"=""61665.5284""","=""109676.241""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""7/2""",,"=""""","=""L11529""",
"=""208.5432""","=""0.0004""","=""208.543154""","=""0.000022""","=""2300bl""","=""8.e+06""",D+,"=""16820.9342""","=""64757.383""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""",,"=""T8261""","=""L11529""",
"=""208.64898""","=""0.00020""","=""208.64900""","=""0.00009""","=""370""","=""""",,"=""57018.176""","=""104930.311""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""3/2""",,"=""""","=""L11529""",
"=""208.68804""","=""0.00020""","=""208.68795""","=""0.00006""","=""330""","=""7.e+06""",D+,"=""23461.548""","=""71364.741""","=""5d8.6s""","=""2F""","=""5/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""3/2""",,"=""T8261""","=""L11529""",
"=""208.7520""","=""0.0020""","=""208.75165""","=""0.00004""","=""14""","=""""",,"=""34647.266""","=""82535.842""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""82535*""","=""5/2""",,"=""""","=""L11529""",
"=""208.87288""","=""0.00020""","=""208.872845""","=""0.000022""","=""3100""","=""2.22e+07""",C+,"=""13329.277""","=""61190.0708""","=""5d8.6s""","=""4P""","=""5/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""208.90659""","=""0.00020""","=""208.90655""","=""0.00003""","=""600""","=""9.7e+06""",C+,"=""23461.548""","=""71314.622""","=""5d8.6s""","=""2F""","=""5/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""7/2""",,"=""T8261""","=""L10146""",
"=""209.20837""","=""0.00020""","=""209.20851""","=""0.00018""","=""600""","=""""",,"=""53610.08""","=""101394.094""","=""5d8.6s""","=""2S""","=""1/2""","=""5d7.6s.6p""","=""101394*""","=""1/2""",,"=""""","=""L11529,L9479""",
"=""209.6830""","=""0.0020""","=""209.68265""","=""0.00005""","=""76""","=""""",,"=""64757.383""","=""112433.359""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""","=""5d8.(3P).7s""","=""(1,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""209.74479""","=""0.00003""","=""209.744762""","=""0.000018""","=""24000""","=""4.5e+07""",C+,"=""9356.3167""","=""57018.176""","=""5d8.6s""","=""4F""","=""7/2""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""",,"=""T8261""","=""L9083,L11529""",
"=""209.82127""","=""0.00020""","=""209.82145""","=""0.00013""","=""630""","=""""",,"=""53749.652""","=""101394.094""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""101394*""","=""1/2""",,"=""""","=""L11529""",
"=""209.900875""","=""0.000010""","=""209.900880""","=""0.000009""","=""1000""","=""""",,"=""62781.7116""","=""110408.1257""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""1/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""3/2""",,"=""""","=""L9083,L11529""",
"=""210.1600""","=""0.0004""","=""210.15990""","=""0.00004""","=""6300p""","=""8.4e+07""",C+,"=""16820.9342""","=""64388.657""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""",,"=""T8261""","=""L10146""",
"=""210.2670""","=""0.0020""","=""210.26707""","=""0.00013""","=""120""","=""""",,"=""54373.519""","=""101917.00""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""101916*""","=""5/2""",,"=""""","=""L11529""",
"=""210.28167""","=""0.00020""","=""210.28161""","=""0.00011""","=""920*""","=""""",,"=""69953.370""","=""117493.564""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""5/2""","=""5d8.(1G).7s""","=""(4,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""210.28167""","=""0.00020""","=""210.28167""","=""0.00013""","=""920*""","=""""",,"=""48591.109""","=""96131.29""","=""5d7.6s2""","=""2H""","=""11/2""","=""5d7.(2H).6s.6p.(3P*)""","=""96131*""","=""9/2""",,"=""""","=""L11529""",
"=""210.3028""","=""0.0020""","=""210.30352""","=""0.00013""","=""95""","=""""",,"=""58062.098""","=""105597.34""","=""5d7.6s2""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""105597*""","=""5/2""",,"=""""","=""L11529""",
"=""210.3780""","=""0.0004""","=""210.37704""","=""0.00018""","=""3900*""","=""""",,"=""48591.109""","=""96109.74""","=""5d7.6s2""","=""2H""","=""11/2""","=""5d7.(4F).6s.6p""","=""96109*""","=""11/2""",,"=""""","=""L11529""",
"=""210.3780""","=""0.0004""","=""210.37806""","=""0.00007""","=""3900*""","=""1.22e+08""",C+,"=""21717.305""","=""69235.707""","=""5d8.6s""","=""4P""","=""1/2""","=""5d8.(3P).6p""","=""(1,1/2)*""","=""1/2""",,"=""T8261""","=""L11529""",
"=""210.4450""","=""0.0020""","=""210.44623""","=""0.00018""","=""46""","=""""",,"=""53610.08""","=""101113.09""","=""5d8.6s""","=""2S""","=""1/2""","=""5d7.6s.6p""","=""101113*""","=""1/2""",,"=""""","=""L11529,L9479""",
"=""210.50776""","=""0.00020""","=""210.50756""","=""0.00006""","=""560""","=""3.5e+07""",C+,"=""23875.570""","=""71364.741""","=""5d8.6s""","=""4P""","=""3/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""3/2""",,"=""T8261""","=""L11529""",
"=""210.7656""","=""0.0020""","=""210.76553""","=""0.00009""","=""75""","=""""",,"=""29030.529""","=""76461.582""","=""5d8.6s""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""76461*""","=""5/2""",,"=""""","=""L11529""",
"=""211.03500""","=""0.00020""","=""211.03511""","=""0.00004""","=""240""","=""""",,"=""32237.050""","=""79607.522""","=""5d8.6s""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""79607*""","=""5/2""",,"=""""","=""L10146""",
"=""211.06657""","=""0.00020""","=""211.06645""","=""0.00013""","=""620""","=""""",,"=""53749.652""","=""101113.09""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""101113*""","=""1/2""",,"=""""","=""L11529""",
"=""211.2750""","=""0.0020""","=""211.27531""","=""0.00022""","=""20""","=""""",,"=""64003.938""","=""111320.56""","=""5d7.6s2""","=""2F""","=""7/2""","=""5d8.(3F).7p""","=""2D*""","=""5/2""",,"=""""","=""L11529""",
"=""211.4439""","=""0.0020""","=""211.44450""","=""0.00010""","=""59""","=""""",,"=""32918.605""","=""80197.371""","=""5d8.6s""","=""2D""","=""5/2""","=""5d8.(1G).6p""","=""(4,3/2)*""","=""7/2""",,"=""""","=""L11529""",
"=""211.55832""","=""0.00020""","=""211.55823""","=""0.00004""","=""7200""","=""1.06e+08""",B,"=""18097.764""","=""65351.117""","=""5d8.6s""","=""2F""","=""7/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""211.61050""","=""0.00020""","=""211.61038""","=""0.00011""","=""110""","=""""",,"=""74409.511""","=""121651.220""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,2)*""","=""11/2""","=""5d7.6s.7s""","=""121651""","=""9/2""",,"=""""","=""L11529""",
"=""211.62173""","=""0.00020""","=""211.62162""","=""0.00009""","=""1200""","=""""",,"=""62781.7116""","=""110020.912""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""1/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""1/2""",,"=""""","=""L11529""",
"=""211.67102""","=""0.00020""","=""211.67098""","=""0.00011""","=""750""","=""""",,"=""50564.651""","=""97792.836""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""97792*""","=""5/2""",,"=""""","=""L11529""",
"=""212.2089""","=""0.0020""","=""212.21042""","=""0.00014""","=""15""","=""""",,"=""71948.954""","=""119057.10""","=""5d7.(4F).6s.6p.(3P*)""","=""71948*""","=""5/2""","=""""","=""119057""","=""5/2""",,"=""""","=""L11529""",
"=""212.28504""","=""0.00020""","=""212.28496""","=""0.00006""","=""270""","=""""",,"=""66028.059""","=""113119.666""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""","=""5d8.(3P).7s""","=""(1,1/2)""","=""1/2""",,"=""""","=""L11529""",
"=""212.3341""","=""0.0020""","=""212.33333""","=""0.00014""","=""77""","=""""",,"=""67780.470""","=""114861.35""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""7/2""","=""5d8.(3F).6d""","=""(3,5/2)""","=""9/2""",,"=""""","=""L11529""",
"=""212.3711""","=""0.0020""","=""212.37086""","=""0.00009""","=""39""","=""""",,"=""57018.176""","=""104090.737""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(4,3/2)""","=""7/2""",,"=""""","=""L11529""",
"=""212.40062""","=""0.00020""","=""212.40066""","=""0.00010""","=""940""","=""""",,"=""50564.651""","=""97630.608""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""97630*""","=""7/2""",,"=""""","=""L11529""",
"=""212.4122""","=""0.0020""","=""212.41311""","=""0.00018""","=""39""","=""""",,"=""42031.892""","=""89095.09""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""89095*""","=""3/2""",,"=""""","=""L11529""",
"=""212.49015""","=""0.00020""","=""212.49023""","=""0.00010""","=""320s""","=""""",,"=""53749.652""","=""100795.772""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""100795*""","=""3/2""",,"=""""","=""L11529""",
"=""212.74232""","=""0.00020""","=""212.742213""","=""0.000023""","=""10000""","=""1.15e+08""",C+,"=""15791.309""","=""62781.7116""","=""5d9""","=""2D""","=""3/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""1/2""",,"=""T8261""","=""L10146""",
"=""212.84205""","=""0.00020""","=""212.84197""","=""0.00014""","=""1100""","=""""",,"=""54373.519""","=""101341.90""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""101341*""","=""7/2""",,"=""""","=""L11529""",
"=""213.07108""","=""0.00020""","=""213.07078""","=""0.00003""","=""8300""","=""7.68e+07""",B,"=""16820.9342""","=""63738.884""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""",,"=""T8261""","=""L10146""",
"=""213.2969""","=""0.0020""","=""213.29670""","=""0.00014""","=""22""","=""""",,"=""36484.069""","=""83352.33""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""83352*""","=""7/2""",,"=""""","=""L11529""",
"=""213.32486""","=""0.00020""","=""213.32480""","=""0.00010""","=""540""","=""""",,"=""53749.652""","=""100611.739""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""100611*""","=""3/2""",,"=""""","=""L11529""",
"=""213.39737""","=""0.00020""","=""213.39714""","=""0.00008""","=""540""","=""""",,"=""65587.156""","=""112433.359""","=""5d8.(3P).6p""","=""(0,1/2)*""","=""1/2""","=""5d8.(3P).7s""","=""(1,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""213.7252""","=""0.0020""","=""213.72628""","=""0.00006""","=""67""","=""""",,"=""64388.657""","=""111162.724""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""213.79562""","=""0.00020""","=""213.79565""","=""0.00018""","=""240""","=""""",,"=""64003.938""","=""110762.83""","=""5d7.6s2""","=""2F""","=""7/2""","=""5d8.(3F).7p""","=""4F*""","=""9/2""",,"=""""","=""L11529""",
"=""213.94476""","=""0.00020""","=""213.94466""","=""0.00005""","=""220""","=""""",,"=""62781.7116""","=""109508.042""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""1/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""1/2""",,"=""""","=""L11529""",
"=""213.9659""","=""0.0020""","=""213.96669""","=""0.00014""","=""19""","=""""",,"=""46046.461""","=""92767.98""","=""5d7.6s2""","=""4P""","=""1/2""","=""5d7.6s.6p""","=""92767*""","=""3/2""",,"=""""","=""L11529""",
"=""214.11617""","=""0.00020""","=""214.11612""","=""0.00005""","=""170""","=""""",,"=""32918.605""","=""79607.522""","=""5d8.6s""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""79607*""","=""5/2""",,"=""""","=""L10146""",
"=""214.1809""","=""0.0020""","=""214.18156""","=""0.00011""","=""24""","=""""",,"=""67780.470""","=""114455.123""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""7/2""","=""5d8.(3F).6d""","=""(3,3/2)""","=""5/2""",,"=""""","=""L11529""",
"=""214.25072""","=""0.00020""","=""214.25058""","=""0.00003""","=""1200""","=""1.25e+07""",C+,"=""18097.764""","=""64757.383""","=""5d8.6s""","=""2F""","=""7/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""214.3081""","=""0.0020""","=""214.3107""","=""0.0006""","=""73""","=""""",,"=""43737.431""","=""90383.96""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.(2H).6s.6p.(3P*)""","=""90384*""","=""11/2""",,"=""""","=""L11529,L9479""",
"=""214.3619""","=""0.0020""","=""214.3640""","=""0.0003""","=""73""","=""""",,"=""48591.109""","=""95226.05""","=""5d7.6s2""","=""2H""","=""11/2""","=""5d7.6s.6p""","=""95226*""","=""9/2""",,"=""""","=""L11529""",
"=""214.4246""","=""0.0004""","=""214.424578""","=""0.000023""","=""110000p""","=""2.24e+08""",B+,"=""4786.6527""","=""51408.413""","=""5d8.6s""","=""4F""","=""9/2""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""7/2""",,"=""T8261""","=""L10146""",
"=""214.68767""","=""0.00020""","=""214.68761""","=""0.00010""","=""380""","=""""",,"=""62781.7116""","=""109346.358""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""1/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""3/2""",,"=""""","=""L11529""",
"=""214.84748""","=""0.00020""","=""214.84757""","=""0.00014""","=""380""","=""""",,"=""54373.519""","=""100903.50""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""100903*""","=""7/2""",,"=""""","=""L11529""",
"=""214.89998""","=""0.00020""","=""214.89990""","=""0.00008""","=""570""","=""""",,"=""63738.884""","=""110257.536""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""9/2""",,"=""""","=""L11529""",
"=""214.95030""","=""0.00020""","=""214.95025""","=""0.00011""","=""250""","=""""",,"=""70181.323""","=""116689.079""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""9/2""","=""5d7.6s.7s""","=""116689""","=""9/2""",,"=""""","=""L11529""",
"=""214.96998""","=""0.00020""","=""214.96985""","=""0.00003""","=""350h""","=""1.31e+07""",C+,"=""23875.570""","=""70379.088""","=""5d8.6s""","=""4P""","=""3/2""","=""5d8.(3P).6p""","=""(1,3/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""215.02394""","=""0.00020""","=""215.02393""","=""0.00004""","=""1300""","=""3.7e+07""",C+,"=""23461.548""","=""69953.370""","=""5d8.6s""","=""2F""","=""5/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""215.1402""","=""0.0020""","=""215.14211""","=""0.00010""","=""35""","=""""",,"=""75184.933""","=""121651.220""","=""5d8.(1G).6p""","=""(4,1/2)*""","=""7/2""","=""5d7.6s.7s""","=""121651""","=""9/2""",,"=""""","=""L11529""",
"=""215.2866""","=""0.0020""","=""215.28662""","=""0.00003""","=""15""","=""""",,"=""24879.522""","=""71314.622""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""7/2""",,"=""""","=""L11529""",
"=""215.4142""","=""0.0020""","=""215.41250""","=""0.00008""","=""41""","=""""",,"=""63738.884""","=""110146.852""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""215.42472""","=""0.00020""","=""215.42470""","=""0.00006""","=""1900*""","=""""",,"=""64757.383""","=""111162.724""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""215.42472""","=""0.00020""","=""215.42489""","=""0.00006""","=""1900*""","=""""",,"=""66028.059""","=""112433.359""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""","=""5d8.(3P).7s""","=""(1,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""215.72670""","=""0.00020""","=""215.72669""","=""0.00019""","=""180*""","=""""",,"=""58491.285""","=""104831.67""","=""5d7.6s2""","=""2H""","=""9/2""","=""5d7.6s.6p""","=""104831*""","=""11/2""",,"=""""","=""L11529""",
"=""215.72670""","=""0.00020""","=""215.72873""","=""0.00010""","=""180*""","=""""",,"=""36484.069""","=""82824.016""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""82824*""","=""3/2""",,"=""""","=""L10146c153""",
"=""216.38965""","=""0.00020""","=""216.38958""","=""0.00014""","=""110""","=""""",,"=""64003.938""","=""110202.38""","=""5d7.6s2""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""110202*""","=""7/2""",,"=""""","=""L11529""",
"=""216.4179""","=""0.0020""","=""216.41745""","=""0.00023""","=""65""","=""""",,"=""64003.938""","=""110196.43""","=""5d7.6s2""","=""2F""","=""7/2""","=""5d6.6s2.6p""","=""110196*""","=""5/2""",,"=""""","=""L11529""",
"=""216.59604""","=""0.00020""","=""216.59607""","=""0.00005""","=""500""","=""""",,"=""29030.529""","=""75184.933""","=""5d8.6s""","=""2G""","=""7/2""","=""5d8.(1G).6p""","=""(4,1/2)*""","=""7/2""",,"=""""","=""L10146""",
"=""216.6566""","=""0.0004""","=""216.65593""","=""0.00003""","=""93bl""","=""""",,"=""24879.522""","=""71021.175""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""9/2""",,"=""""","=""L11529""",
"=""216.7299""","=""0.0020""","=""216.73012""","=""0.00024""","=""21""","=""""",,"=""43737.431""","=""89863.29""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""89863*""","=""9/2""",,"=""""","=""L11529""",
"=""216.95625""","=""0.00020""","=""216.95620""","=""0.00004""","=""220""","=""""",,"=""23875.570""","=""69953.370""","=""5d8.6s""","=""4P""","=""3/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""5/2""",,"=""""","=""L10146""",
"=""217.1791""","=""0.0020""","=""217.17830""","=""0.00014""","=""34""","=""""",,"=""73026.417""","=""119057.10""","=""5d8.(3F).6p""","=""(2,3/2)*""","=""3/2""","=""""","=""119057""","=""5/2""",,"=""""","=""L11529""",
"=""217.1999""","=""0.0020""","=""217.19908""","=""0.00007""","=""34""","=""""",,"=""71314.622""","=""117340.901""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""7/2""","=""5d8.(1G).7s""","=""(4,1/2)""","=""9/2""",,"=""""","=""L11529""",
"=""217.23162""","=""0.00020""","=""217.23123""","=""0.00004""","=""130""","=""""",,"=""64388.657""","=""110408.1257""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""3/2""",,"=""""","=""L11529""",
"=""217.23937""","=""0.00020""","=""217.23920""","=""0.00004""","=""490""","=""""",,"=""32237.050""","=""78254.830""","=""5d8.6s""","=""2D""","=""3/2""","=""5d8.6p""","=""78254*""","=""5/2""",,"=""""","=""L11529""",
"=""217.6189""","=""0.0020""","=""217.61956""","=""0.00010""","=""46""","=""""",,"=""63738.884""","=""109676.241""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""7/2""",,"=""""","=""L11529""",
"=""217.68806""","=""0.00020""","=""217.68797""","=""0.00005""","=""1300""","=""""",,"=""29262.0099""","=""75184.933""","=""5d8.6s""","=""2G""","=""9/2""","=""5d8.(1G).6p""","=""(4,1/2)*""","=""7/2""",,"=""""","=""L10146""",
"=""217.94123""","=""0.00020""","=""217.94123""","=""0.00005""","=""310""","=""""",,"=""64388.657""","=""110258.220""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""217.95832""","=""0.00020""","=""217.95832""","=""0.00014""","=""400""","=""""",,"=""54373.519""","=""100239.486""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""100239*""","=""5/2""",,"=""""","=""L11529""",
"=""217.9829""","=""0.0020""","=""217.98221""","=""0.00019""","=""130""","=""""",,"=""53610.08""","=""99471.02""","=""5d8.6s""","=""2S""","=""1/2""","=""5d7.6s.6p""","=""99471*""","=""1/2""",,"=""""","=""L11529,L9479""",
"=""218.21734""","=""0.00020""","=""218.21698""","=""0.00007""","=""76""","=""""",,"=""65351.117""","=""111162.724""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""218.3229""","=""0.0020""","=""218.32443""","=""0.00009""","=""55""","=""""",,"=""63738.884""","=""109527.947""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""5/2""",,"=""""","=""L11529""",
"=""218.3471""","=""0.0020""","=""218.34569""","=""0.00014""","=""82""","=""""",,"=""65587.156""","=""111371.761""","=""5d8.(3P).6p""","=""(0,1/2)*""","=""1/2""","=""5d8.(3P).7s""","=""(0,1/2)""","=""1/2""",,"=""""","=""L11529""",
"=""218.41755""","=""0.00020""","=""218.41749""","=""0.00005""","=""2300""","=""""",,"=""64388.657""","=""110158.213""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""218.64768""","=""0.00020""","=""218.64771""","=""0.00014""","=""2700l""","=""""",,"=""53749.652""","=""99471.02""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""99471*""","=""1/2""",,"=""""","=""L11529""",
"=""218.98625""","=""0.00020""","=""218.986012""","=""0.000024""","=""430""","=""""",,"=""64757.383""","=""110408.1257""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""3/2""",,"=""""","=""L11529""",
"=""219.03214""","=""0.00020""","=""219.03219""","=""0.00003""","=""12000""","=""9.74e+07""",B,"=""18097.764""","=""63738.884""","=""5d8.6s""","=""2F""","=""7/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""",,"=""T8261""","=""L10146""",
"=""219.28448""","=""0.00020""","=""219.28441""","=""0.00005""","=""140""","=""""",,"=""29030.529""","=""74619.157""","=""5d8.6s""","=""2G""","=""7/2""","=""5d8.6p""","=""74619*""","=""5/2""",,"=""""","=""L10146""",
"=""219.39016""","=""0.00020""","=""219.39024""","=""0.00014""","=""1000""","=""""",,"=""50564.651""","=""96131.29""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.(2H).6s.6p.(3P*)""","=""96131*""","=""9/2""",,"=""""","=""L11529""",
"=""219.4709""","=""0.0020""","=""219.46989""","=""0.00011""","=""67""","=""""",,"=""34647.266""","=""80197.371""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d8.(1G).6p""","=""(4,3/2)*""","=""7/2""",,"=""""","=""L11529""",
"=""219.5490""","=""0.0020""","=""219.54785""","=""0.00007""","=""30""","=""""",,"=""32918.605""","=""78452.536""","=""5d8.6s""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""78452*""","=""3/2""",,"=""""","=""L11529""",
"=""219.58322""","=""0.00020""","=""219.58340""","=""0.00010""","=""140""","=""""",,"=""32237.050""","=""77763.611""","=""5d8.6s""","=""2D""","=""3/2""","=""5d8.(3P).6p""","=""77763*""","=""1/2""",,"=""""","=""L11529""",
"=""219.70743""","=""0.00020""","=""219.70755""","=""0.00004""","=""630""","=""""",,"=""64757.383""","=""110258.220""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""219.78919""","=""0.00020""","=""219.78906""","=""0.00004""","=""540""","=""""",,"=""29262.0099""","=""74745.974""","=""5d8.6s""","=""2G""","=""9/2""","=""5d8.6p""","=""74745*""","=""7/2""",,"=""""","=""L10146""",
"=""219.9122""","=""0.0020""","=""219.91124""","=""0.00019""","=""100""","=""""",,"=""53610.08""","=""99068.777""","=""5d8.6s""","=""2S""","=""1/2""","=""5d7.6s.6p""","=""99068*""","=""3/2""",,"=""""","=""L11529,L9479""",
"=""219.9291""","=""0.0020""","=""219.92859""","=""0.00019""","=""110""","=""""",,"=""58062.098""","=""103517.21""","=""5d7.6s2""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""103517*""","=""7/2""",,"=""""","=""L11529""",
